char,pron
蒙難,mung4 næng6
五打,ng1 da1
沙嶺,sa1 leng1
生僻,sæng1 päk2
盛景,säng6 gäng2
歎下,tæng1 ha1
早上好,zäu2 söng6 häu2
差一皮,ca1 yäk2 pi4
大小通吃,dai6 siu2 tung1 hek2
鬥牛士,däu1 ngäu4 si6
反人道罪,fæng2 yäng4 däu6 zöi6
京士柏,gäng1 si6 pæk2
經緯度,gäng1 wäi1 du6
起釘,hi2 deng1
琅琅上口,long4 long4 söng1 häu2
無以為報,mu4 yi1 wäi4 bäu1
參孫,säm1 süng1
收下息,säu1 ha1 säk2
瑞士卷,söi6 si6 güng2
數發,su1 fæk2
畫圓,wæk6 yüng4
仔爺,zäi2 ye4
冰片,bäng1 ping1
超經驗,ciu1 gäng1 yim6
長牙,cöng4 nga4
大河道,dai6 ho4 däu6
釘書釘,deng1 sü1 deng1
電燈泡,ding6 däng1 pau1
頂角,däng2 gok2
堵車,du2 ce1
倒戈相向,däu2 gwo1 söng1 höng1
放下假,fong1 ha1 ga1
虎背熊腰,fu2 bui1 hung4 yiu1
加士居道,ga1 si6 gü1 däu6
講講下,gong2 gong2 ha1
高行,gäu1 häng4
公主道,gung1 zü2 däu6
頤指氣使,yi4 zi2 hi1 säi2
論爭,läng6 zäng1
兩毫,löng1 häu4
平快,päng4 fai1
山打根,sæng1 da2 gäng1
生娘,sæng1 nöng4
頭殼頂,täu4 hok2 deng2
斷米路,tüng1 mai1 lu6
百夫長,bæk2 fu1 zöng2
拔苗助長,bäk6 miu4 zo6 zöng2
變量,bing1 löng6
打地鋪,da2 di6 pu1
打醒精神,da2 seng2 zäng1 säng4
倒背如流,däu1 bui6 yü4 läu4
道貌岸然,däu6 mau6 wung6 ying4
解綁,gai2 bong2
行緊街,hæng4 gäng2 gai1
掠食,lök6 säk6
瑞士軍刀,söi6 si6 gwäng1 däu1
運鈔車,wäng6 cau1 ce1
助成,zo6 säng4
掌上明珠,zöng2 söng6 mäng4 zü1
做下戲,zu6 ha1 hi1
轉按,züng1 wung1
簿子,bu2 zi2
殘暴不仁,cæng4 bäu6 bäk2 yäng4
青龍頭,cäng1 lung4 täu4
大中華膠,dai6 zung1 wa4 gau1
腳頭好,gök2 täu4 häu2
干諾道中,gwung1 nok6 däu6 zung1
爛生,læng6 sæng1
兩碟,löng1 dip6
尾禡,mi1 nga4
捨下,se2 ha6
四度,si1 du6
水泡科,söi2 päu1 fo1
梳打粉,so1 da2 fäng2
數本,su1 bung2
酸鹼度,süng1 gæng2 du6
太平道,tai1 päng4 däu6
頭重腳輕,täu4 cung1 gök2 heng1
拖着,to1 zök6
衞生紙,wäi6 säng1 zi2
背山面海,bui1 sæng1 ming6 fui2
打窒,da2 zäk6
釘官,deng1 gwung1
瓣數,fæng6 su1
強檢,köng1 gim2
散收收,sæng2 säu1 säu1
塞耳,säk2 yi1
深度遊,säm1 du6 yäu4
試着,si1 zök2
醒胃,säng2 wäi6
祇是,zi2 si6
紙上富貴,zi2 söng6 fu1 gwäi1
此言差矣,ci2 ying4 ca1 yi1
打冷顫,da2 læng1 zing1
彈網,dæng6 mong1
底線傳底,däi2 sing1 cüng4 däi2
獨斷獨行,duk6 düng6 duk6 häng4
花園道,fa1 yüng4 däu6
江蘇省,gong1 su1 sæng2
魚生粥,yü4 sæng1 zuk2
軟木塞,yüng1 muk6 säk2
靈恩,läng4 yäng1
靈魂深處,läng4 wäng4 säm1 cü1
柯士甸道,o1 si6 ding6 däu6
貧道,päng4 däu6
調一調,tiu4 yäk2 tiu4
曾祖母,zäng1 zu2 mu1
重症監護,cung1 zäng1 gam1 wu6
傳誦,cüng4 zung6
打藤,da2 täng4
斧山道,fu2 sæng1 däu6
廣福道,gwong2 fuk2 däu6
厭惡感,yim1 wu1 gäm2
迎頭趕上,yäng4 täu4 gwung2 söng1
兩黨制,löng1 dong2 zäi1
哪種,na1 zung2
修齊,säu1 cäi4
為非作歹,wäi4 fi1 zok2 dai2
暈染,wäng4 yim1
暈陀陀,wäng4 to4 to4
轉瞬即逝,züng2 säng1 zik2 säi6
班頂,bæng1 deng2
波平如鏡,bo1 päng4 yü4 geng1
暴大,bäu6 dai6
辭彙,ci4 wui6
青洲,cäng1 zäu1
花旗銀行,fa1 ki4 ngäng4 hong4
解唔解決,gai2 m4 gai2 kük2
甘道,gäm1 däu6
鹹淡水,ham4 tam1 söi2
刻寫,häk2 se2
恰如其分,häp2 yü4 ki4 fäng6
吃重,hek2 cung1
可以唔使,ho2 yi1 m4 säi2
開公數,fui1 gung1 su1
印度斯坦,yäng1 du6 si1 tæng2
一期一會,yäk2 ki4 yäk2 wui6
嫌惡,yim4 wu1
洋車,yöng4 ce1
兩河,löng1 ho4
樂活道,lok6 wuk6 däu6
盲打,mæng4 da2
物種起源,mäk6 zung2 hi2 yüng4
無脊椎,mu4 zek2 zöi1
扭扭樂,näu2 näu2 lok6
拍唔拍片,pæk2 m4 pæk2 ping2
順平,säng6 päng4
斯威士蘭,si1 wäi1 si6 læng4
銷假,siu1 ga1
數隻,su1 zek2
送車尾,sung1 ce1 mi1
背脊骨落,bui1 zek2 gwäk2 lok6
抽象畫,cäu1 zöng6 wa6
車大炮,ce1 dai6 pau1
長臂猿,cöng4 bi1 yüng4
長週,cöng4 zäu1
大頸泡,dai6 geng2 pau1
盜亦有道,däu6 yäk6 yäu1 däu6
經久,gäng1 gäu2
乾兒子,gung1 yi4 zi2
下白泥,ha6 bæk6 näi4
好飲得,häu2 yäm2 däk2
唔乾,m4 gung1
磨礪,mo4 läi6
剝花生,mok2 fa1 säng1
瓦仔,nga1 zäi2
三扒兩撥,sam1 pa4 löng1 buk6
省略號,sæng2 lök6 häu6
食屎大,säk6 si2 dai6
少間,siu2 gæng1
聽出耳油,teng1 cäk2 yi1 yäu4
話頭醒尾,wa6 täu4 säng2 mi1
倭人,wo1 yäng4
剩落,zäng6 lok6
轉聲,züng1 säng1
包被,bau1 pi1
啤水,be1 söi2
打震,da2 zäng1
鬥牛梗,däu1 ngäu4 gäng2
幾番,gi2 fæng1
乾電,gung1 ding6
乾熱,gung1 ngik6
下村,ha6 cüng1
敲擊樂,hau1 gäk2 ngok6
輕忽,häng1 fäk2
好燦爛,häu2 cæng1 læng6
有啤,yäu1 pe1
擁兵自重,yung2 bäng1 zi6 zung6
月球車,ngük6 käu4 ce1
裏便,li1 bing6
兩岸四地,löng1 wung6 si1 di6
樂善好施,lok6 sing6 häu1 si1
無從入手,mu4 cung4 yäp6 säu2
泡菜仔,pau1 cöi1 zäi2
勢降,säi1 gong1
少少怕,siu2 siu2 pa1
聽診,teng1 cäng2
畫地為牢,wæk6 di6 wäi4 läu4
遮打道,ze1 da2 däu6
借財仔,ze1 cöi4 zäi2
揠苗助長,æk2 miu4 zo6 zöng2
打春,da2 cäng1
解送,gai1 sung1
舊相好,gäu6 söng1 häu2
勸解,hüng1 gai2
理學士,li1 hok6 si6
面積少,ming6 zäk2 siu2
望而生畏,mong6 yi4 säng1 wäi1
爬格仔,pa4 gæk2 zäi2
申唔申請,säng1 m4 säng1 cäng2
生物戰,säng1 mäk6 zing1
思覺,si1 gok2
聽講過,teng1 gong2 gwo1
着上,zök2 söng1
八仙嶺,bæk2 sing1 leng1
啤一啤,be1 yäk2 be1
背脊骨,bui1 zek2 gwäk2
大腳解圍,dai6 gök2 gai2 wäi4
觀察人士,gwung1 cæk2 yäng4 si6
行為準則,häng4 wäi4 zäng2 zäk2
核融合,häk6 yung4 häp6
核力,häk6 läk6
容唔容易,yung4 m4 yung4 yi6
月偏食,ngük6 ping1 säk6
理解錯,li1 gai2 co1
兩三間,löng1 sam1 gæng1
老少平安,läu1 siu1 päng4 wung1
爭凳仔,zæng1 däng1 zäi2
再生父母,zöi1 säng1 fu6 mu1
轉譯,züng2 yäk6
呀爸,a4 ba1
別開生面,bik6 fui1 säng1 ming6
打鑊甘,da2 wok6 gäm1
乾柴,gung1 cai4
下剋上,ha6 häk2 söng6
含水量,häm4 söi2 löng6
輕於鴻毛,häng1 yü1 hung4 mäu4
好好醜醜,häu2 häu2 cäu2 cäu2
二惡英,yi6 ok2 yäng1
爛數,læng6 su1
皮下注射,pi4 ha6 zü1 se6
平行宇宙,päng4 häng4 yü1 zäu6
塞子,säk2 zi2
十六強,säp6 luk6 köng4
死裏逃生,si2 li1 täu4 säng1
數珠,su2 zü1
黃成智,wong4 säng4 zi1
走調,zäu2 diu6
差役,cai1 yäk6
取長補短,cü2 cöng4 bu2 düng2
請早,cäng2 zäu2
登打士街,däng1 da2 si6 gai1
地頭蛇,di6 täu4 se4
讀熟,duk6 suk6
驚西,geng1 säi1
講就易,gong2 zäu6 yi6
限時限刻,hæng6 si4 hæng6 häk2
核子武器,häk6 zi2 mu1 hi1
好唔好笑,häu2 m4 häu2 siu1
日經平均,yäk6 gäng1 päng4 gwäng1
熱話,ngik6 wa6
兩根,löng1 gäng1
樂瞳,lok6 tung4
老細車,läu1 säi1 ce1
拿頂,na4 deng2
生龍活虎,sæng1 lung4 wuk6 fu2
生片,sæng1 ping2
識飲識食,säk2 yäm2 säk2 säk6
數張,su1 zöng1
調笑,tiu4 siu1
土質,tu2 zäk2
畫匠,wa6 zöng6
真空上陣,zäng1 hung1 söng1 zäng6
嫉惡如仇,zäk6 ok2 yü4 säu4
白菜仔,bæk6 cöi1 zäi2
邊頂,bing1 deng2
出生證,cäk2 sæng1 zäng1
長釘,cöng4 deng1
打柒佢,da2 cäk2 kü1
淡藍色,dam6 lam4 säk2
寬宏大量,fung1 wäng4 dai6 löng6
縫補,fung4 bu2
咁賤,gäm1 zing6
經度,gäng1 du6
過從甚密,gwo1 cung4 säm6 mäk6
行善積德,häng4 sing6 zäk2 däk2
肉便器,yuk6 bing6 hi1
奇人異士,ki4 yäng4 yi6 si6
歷下,läk6 ha6
靈風,läng4 fung1
樂湖,lok6 wu4
忤逆仔,ng1 yäk6 zäi2
柯創盛,o1 cong1 säng6
省府,sæng2 fu2
細調,säi1 tiu4
實驗學校,säk6 yim6 hok6 hau6
成群,säng4 kwäng4
傻更,so4 gæng1
數理化,su1 li1 fa1
委以重任,wäi2 yi1 zung6 yäm6
白吃,bæk6 hek2
差幾多,ca1 gi2 do1
傳理,cüng4 li1
點算好呢,dim2 süng1 häu2 ne1
頂頸,däng2 geng2
飛躍道,fi1 yök2 däu6
伽瑪射線,ga1 ma1 se6 sing1
假日司機,ga1 yäk6 si1 gi1
雞嶺,gäi1 leng1
僅作參考,gäng2 zok2 cam1 hau2
下旋,ha6 süng4
學師仔,hok6 si1 zäi2
行口,hong4 häu2
兩串,löng1 cüng1
孖鋪,ma1 pu1
難友,næng6 yäu1
安樂椅,wung1 lok6 yi2
貧下中農,päng4 ha6 zung1 nung4
生理假,säng1 li1 ga2
承傳,säng4 cüng4
斷供,tüng1 gung1
為勢所逼,wäi4 säi1 so2 bäk2
緩急輕重,wung6 gäp2 häng1 cung1
仔隧,zäi2 söi6
精華素,zäng1 wa4 su1
不可數,bäk2 ho2 su2
曾經滄海,cäng4 gäng1 cong1 fui2
坐冷板凳,co1 læng1 bæng2 däng1
打胎,da2 töi1
大吃大喝,dai6 hek2 dai6 fuk2
大蛇屙尿,dai6 se4 o1 niu6
德輔道西,däk2 fu6 däu6 säi1
德輔道中,däk2 fu6 däu6 zung1
頂用,däng2 yung6
九重天,gäu2 cung4 ting1
下圍,ha6 wäi4
香蕉仔,höng1 ziu1 zäi2
一舉成名,yäk2 gü2 säng4 mäng4
日上三竿,yäk6 söng1 sam1 gwung1
二重奏,yi6 cung4 zäu1
搖下搖下,yiu4 ha1 yiu4 ha1
卵生,läng2 sæng1
孖蒸,ma1 zäng1
鋪仔,pu1 zäi2
生菜包,sæng1 cöi1 bau1
心驚膽顫,säm1 geng1 dam2 zing1
豉油撈飯,si6 yäu4 läu1 fæng6
渾然天成,wäng4 ying4 ting1 säng4
唱淡,cöng1 tam1
長天,cöng4 ting1
沖個靚涼,cung1 go1 leng1 löng4
從實招來,cung4 säk6 ziu1 löi4
頂燈,deng2 däng1
富貴榮華,fu1 gwäi1 wäng4 wa4
估話,gwu2 wa6
公假,gung1 ga1
荷塘,ho4 tong4
好唔好飲,häu2 m4 häu2 yäm2
連卡佛,ling4 ka1 fäk6
六打,luk6 da1
磨石,mo4 sek6
無得解,mu4 däk2 gai2
臣屬,säng4 suk6
生於憂患,säng1 yü1 yäu1 wæng6
蛇尾,se4 mi1
水上樂園,söi2 söng6 lok6 yüng4
食過夜粥,säk6 gwo1 ye6 zuk2
少見多怪,siu2 ging1 do1 gwai1
數百年,su1 bæk2 ning4
話事啤,wa6 si6 pe1
質樸,zäk2 pok2
飽讀詩書,bau2 duk6 si1 sü1
便利性,bing6 li6 säng1
車蓋,ce1 gwui1
青竹蛇,cäng1 zuk2 se4
長子嫡孫,cöng4 zi2 däk2 süng1
大阪燒,dai6 bæng2 siu1
大馬士革,dai6 ma1 si6 gæk2
番子,fæng1 zi2
假慈悲,ga2 ci4 bi1
金撈,gäm1 läu1
下召,ha6 ziu6
好市多,häu2 si1 do1
人傑地靈,yäng4 gik6 di6 läng4
良心話,löng4 säm1 wa2
孖指,ma1 zi2
埋便,mai4 bing6
十字車,säp6 zi6 ce1
四川省,si1 cüng1 sæng2
成棚人,seng4 pæng4 yäng4
小玩意,siu2 wung6 yi1
太子道東,tai1 zi2 däu6 dung1
天打雷劈,ting1 da2 löi4 pek2
聽死,täng1 si2
台山話,töi4 sæng1 wa2
整理下,zäng2 li1 ha1
鏟雪車,cæng2 sük2 ce1
青嶼幹線,cäng1 zü6 gwung1 sing1
採青,cöi2 ceng1
重算,cung4 süng1
重武器,cung1 mu1 hi1
重砲,cung1 pau1
忖度,cüng2 dok6
打蟲,da2 cung4
倒夜香,däu2 ye6 höng1
假港,ga2 gong2
校驗,gau1 yim6
堅尼地道,ging1 ni4 di6 däu6
觀塘繞道,gwung1 tong4 yiu2 däu6
恭請,gung1 cäng2
公仔紙,gung1 zäi2 zi2
合數,häp6 su1
好大件,häu2 dai6 ging6
好聽點,häu2 teng1 dim2
蛇餅,yi4 beng2
拉牛上樹,lai1 ngäu4 söng1 sü6
偶數,ngäu1 su1
垂涎欲滴,söi4 ying4 yuk6 däk6
瑞士人,söi6 si6 yäng4
盛情難卻,säng6 cäng4 næng4 kök2
鬆泡泡,sung1 pau1 pau1
唐生菜,tong4 sæng1 cöi1
圍讀,wäi4 duk6
黃片,wong4 ping2
紫河車,zi2 ho4 ce1
積勞成疾,zäk2 läu4 säng4 zäk6
將種,zöng1 zung2
早生貴子,zäu2 sæng1 gwäi1 zi2
做邊行,zu6 bing1 häng4
畢打街,bäk2 da2 gai1
背闊肌,bui1 fuk2 gi1
朝鮮人,ciu4 sing1 yäng4
彩虹道,cöi2 hung4 däu6
傳輸線,cüng4 sü1 sing1
狄易達,däk6 yi6 dæk6
杜莎夫人,du6 sa1 fu1 yäng4
繁榮昌盛,fæng4 wäng4 cöng1 säng6
蝮蛇,fuk2 se4
賈伯斯,ga2 bæk2 si1
幾多下,gi2 do1 ha1
干諾道西,gwung1 nok6 däu6 säi1
廖長江,liu6 cöng4 gong1
唔塞,m4 säk2
咪書,mäi1 sü1
五雷轟頂,ng1 löi4 gwäng1 deng2
安華,wung1 wa4
生死之交,säng1 si2 zi1 gau1
四行,si1 hong4
小氣簿,siu2 hi1 bu2
華約,wa4 yök2
為富不仁,wäi4 fu1 bäk2 yäng4
魂靈,wäng4 läng4
渣打銀行,za1 da2 ngäng4 hong4
鞭長莫及,bing1 cöng4 mok6 käp6
漆咸道南,cäk2 ham4 däu6 nam4
青蟹,ceng1 hai1
草食動物,cäu2 säk6 dung6 mäk6
從頭到腳,cung4 täu4 däu1 gök2
打屁,da2 pi1
彈射出,dæng6 se6 cäk2
幾靚女,gi2 leng1 nü1
兼差,gim1 cai1
驚跳,gäng1 tiu1
關咪,gwæng1 mäi1
學行車,hok6 hæng4 ce1
役使,yäk6 säi2
楊樂文,yöng4 lok6 mäng4
靈恩派,läng4 yäng1 pai1
撈味,läu1 mi6
勞動生產,läu4 dung6 säng1 cæng2
民主生活,mäng4 zü2 säng1 wuk6
顏卓靈,ngæng4 cök2 läng4
捨生取義,se2 säng1 cü2 yi6
使役,si2 yäk6
史傳,si2 züng6
數週,su1 zäu1
華爾茲,wa4 yi1 zi1
左下方,zo2 ha6 fong1
被侵害,bi6 cäm1 fui6
巡行,cäng4 häng4
讀友,duk6 yäu1
反射鏡,fæng2 se6 geng1
發國難財,fæk2 gwok2 næng6 cöi4
放射源,fong1 se6 yüng4
解毒劑,gai2 duk6 zäi1
更之,gäng1 zi1
叫數,giu1 su1
剛度,gong1 du6
高瘦平,gäu1 säu1 päng4
以少勝多,yi1 siu2 säng1 do1
要唔要好,yiu1 m4 yiu1 häu2
吸經,käp2 gäng1
領獎台,läng1 zöng2 töi4
兩手準備,löng1 säu2 zäng2 bi6
滅種,mik6 zung2
惡兆,ok2 siu6
腎小球,säng6 siu2 käu4
十打,säp6 da1
死肥仔,si2 fi4 zäi2
是拉差,si6 lai1 cai1
士紳化,si6 säng1 fa1
食食下,säk6 säk6 ha1
少爺仔,siu1 ye4 zäi2
商數,söng1 su1
停車位置,täng4 ce1 wäi6 zi1
陶笛,täu4 dek6
玩住先,wæng4 zü6 sing1
換句話講,wung6 gü1 wa6 gong2
捶打,cöi4 da2
切片檢查,cik2 ping2 gim2 ca4
槍刺,cöng1 ci1
充好,cung1 häu2
打字快,da2 zi6 fai1
打主意,da2 zü2 yi1
大圈仔,dai6 hüng1 zäi2
特殊學校,däk6 sü4 hok6 hau6
對頭車,döi1 täu4 ce1
發憤圖強,fæk2 fäng1 tu4 köng4
發唔發覺,fæk2 m4 fæk2 gok2
蜂毒,fung1 duk6
經綸,gäng1 läng4
歸經,gwäi1 gäng1
鹹濕笑話,ham4 säp2 siu1 wa2
好好聲,häu2 häu2 säng1
怡和街,yi4 wo4 gai1
約會對象,yök2 wui6 döi1 zöng6
龍匯道,lung4 wui6 däu6
弄下,lung6 ha1
萬象更新,mæng6 zöng6 gäng1 säng1
面青青,ming6 ceng1 ceng1
山地車,sæng1 di6 ce1
山東省,sæng1 dung1 sæng2
生得醜,sæng1 däk2 cäu2
十道,säp6 däu6
守靈,säu2 läng4
四手聯彈,si1 säu2 lüng4 tæng4
水平面,söi2 päng4 ming6
事發經過,si6 fæk2 gäng1 gwo1
數聲,su1 säng1
唐話,tong4 wa2
長幼有序,zöng2 yäu1 yäu1 zü6
賬簿,zöng1 bu2
逼良為娼,bäk2 löng4 wäi4 cöng1
茶果嶺,ca4 gwo2 leng1
坐霸王車,co1 ba1 wong4 ce1
德士古道,däk2 si6 gwu2 däu6
對仗,döi1 zöng6
點解依家,dim2 gai2 yi1 ga1
碟仔,dip6 zäi2
番攤,fæng1 tæng1
歡樂卡,fung1 lok6 kæk2
校色,gau1 säk2
堅道,ging1 däu6
過載,gwo1 zöi1
廣華街,gwong2 wa4 gai1
行後門,hæng4 häu6 mung4
刻毒,häk2 duk6
核戰爭,häk6 zing1 zäng1
一兩格,yäk2 löng1 gæk2
輪調,läng4 diu6
難捨難離,næng4 se2 næng4 li4
心驚膽戰,säm1 geng1 dam2 zing1
神道教,säng4 däu6 gäu1
聖荷西,säng1 ho4 säi1
賞心樂事,söng2 säm1 lok6 si6
數道,su1 däu6
彈指之間,tæng4 zi2 zi1 gæng1
通靈板,tung1 läng4 bæng2
環保大道,wæng4 bäu2 dai6 däu6
湖南省,wu4 nam4 sæng2
走為上,zäu2 wäi4 söng6
着意,zök6 yi1
仗勢,zöng6 säi1
竹葉青,zuk2 yip6 cäng1
扯平,ce2 päng4
滴水穿石,däk6 söi2 cüng1 sek6
賀年片,ho6 ning4 ping2
海南省,fui2 nam4 sæng2
好耳,häu2 yi1
人道危機,yäng4 däu6 ngäi4 gi1
以攻為守,yi1 gung1 wäi4 säu2
藥石無靈,yök6 sek6 mu4 läng4
淋下,läm4 ha6
遼寧省,liu4 näng4 sæng2
兩筆,löng1 bäk2
唔彈,m4 dæng6
芒種,mong4 zung2
拋射,pau1 se6
食具,säk6 gü6
小瀝源,siu2 läk6 yüng4
剃度,täi1 du6
拖好,to1 häu2
爭住食,zæng1 zü6 säk6
爭妍鬥麗,zäng1 ying4 däu1 läi6
壓驚,æk2 gäng1
包伙食,bau1 fo2 säk6
比畫,bi2 wæk6
青黛,cäng1 döi6
朝前,ciu4 cing4
朝氣蓬勃,ciu4 hi1 pung4 buk6
長生不死,cöng4 säng1 bäk2 si2
重門深鎖,cung4 mung4 säm1 so2
打尿震,da2 niu6 zäng1
大有可為,dai6 yäu1 ho2 wäi4
對簿,döi1 bu6
點講都好,dim2 gong2 du1 häu2
幾好人,gi2 häu2 yäng4
驚錯,gäng1 co1
經貿辦,gäng1 mäu6 bæng6
功敗垂成,gung1 bai6 söi4 säng4
廣播道,gwong2 bo1 däu6
行將就木,häng4 zöng1 zäu6 muk6
喜聞樂見,hi2 mäng4 lok6 ging1
汽車渡輪,hi1 ce1 du6 läng4
好逼人,häu2 bäk2 yäng4
好人難做,häu2 yäng4 næng4 zu6
引體上升,yäng1 täi2 söng6 säng1
一兩部,yäk2 löng1 bu6
蛇齋,yi4 zai1
邀請函,yiu1 cäng2 ham4
原子核,yüng4 zi2 häk6
靚爆鏡,leng1 bau1 geng1
量角器,löng4 gok2 hi1
難彈,næng4 tæng4
三五成群,sam1 ng1 säng4 kwäng4
食牛肉乾,säk6 ngäu4 yuk6 gung1
食住等,säk6 zü6 däng2
少忽肉,siu2 fäk2 yuk6
華里,wa4 li1
毀譽參半,wäi2 yü6 cam1 bung1
走馬上任,zäu2 ma1 söng1 yäm6
不時不食,bäk2 si4 bäk2 säk6
差異性,ca1 yi6 säng1
查經,ca4 gäng1
青年期,cäng1 ning4 ki4
坐爆,co1 bau1
唱散,cöng1 sæng2
打稿,da2 gäu2
單撈,dæng1 läu1
等下先,däng2 ha1 sing1
吊雞車,diu1 gäi1 ce1
讀乜,duk6 mäk2
番邦,fæng1 bong1
反射光,fæng2 se6 gwong1
基道,gi1 däu6
軍火交易,gwäng1 fo2 gau1 yäk6
好吃懶做,häu1 hek2 læng1 zu6
音效卡,yäm1 hau6 kæk2
一時半刻,yäk2 si4 bung1 häk2
養樂多,yöng1 lok6 do1
原片,yüng4 ping2
兩婆孫,löng1 po4 süng1
六種,luk6 zung2
孖四,ma1 si1
馬頭圍道,ma1 täu4 wäi4 däu6
那行,na1 hong4
三蛇,sam1 se4
十幾下,säp6 gi2 ha1
收驚,säu1 geng1
盛譽,säng6 yü6
提領,täi4 läng1
天青石,ting1 cäng1 sek6
兔仔牙,tu1 zäi2 nga4
為口奔馳,wäi4 häu2 bäng1 ci4
為時未晚,wäi4 si4 mi6 mæng1
維護和平,wäi4 wu6 wo4 päng4
為口奔馳,wäi6 häu2 bäng1 ci4
雜差,zap6 cai1
裝備齊全,zong1 bi6 cäi4 cüng4
保管好,bäu2 gwung2 häu2
湊仔公,cäu1 zäi2 gung1
坐月子,co1 ngük6 zi2
倒裝句,däu2 zong1 gü1
番茄汁,fæng1 kö4 zäp2
交通銀行,gau1 tung1 ngäng4 hong4
禁行,gäm1 hæng4
咁興,gäm1 häng1
共樂,gung6 lok6
下至上,ha6 zi1 söng6
閒着,hæng4 zök6
響着,höng2 zök6
好迷惘,häu2 mäi4 mong1
洋參,yöng4 säm1
兩伙,löng1 fo2
兩三件,löng1 sam1 ging6
勞工假,läu4 gung1 ga1
面凹,ming6 näp2
庖丁解牛,pau4 däng1 gai2 ngäu4
平武,päng4 mu1
蒲崗村道,pu4 gong1 cüng1 däu6
腎石,säng6 sek6
食瓜,säk6 gwa1
善長仁翁,sing6 zöng2 yäng4 yung1
盛意拳拳,säng6 yi1 küng4 küng4
少雲,siu2 wäng4
歎為觀止,tæng1 wäi4 gwung1 zi2
玩遍,wæng4 ping1
執仔,zäp2 zäi2
轉門,züng1 mung4
辭行,ci4 häng4
青松,cäng1 cung4
請便,cäng2 bing6
重慶市,cung4 häng1 si1
傳道書,cüng4 däu6 sü1
打裂,da2 lik6
大使級,dai6 si1 käp2
大種,dai6 zung2
膽顫心驚,dam2 zing1 säm1 geng1
第二道,däi6 yi6 däu6
檔仔,dong1 zäi2
道喜,däu6 hi2
發生器,fæk2 säng1 hi1
夫妻肺片,fu1 cäi1 fäi1 ping2
灰度,fui1 du6
風水先生,fung1 söi2 sing1 sæng1
解理,gai2 li1
間中都會,gæng1 zung1 du1 wui6
幾時打,gi2 si4 da2
建設銀行,ging1 cik2 ngäng4 hong4
江河日下,gong1 ho4 yäk6 ha6
姑爺仔,gwu1 ye4 zäi2
公共電話,gung1 gung6 ding6 wa2
校褲,hau6 fu1
校醫,hau6 yi1
漢華,fung1 wa4
空中少爺,hung1 zung1 siu1 ye4
印刷量,yäng1 cak2 löng6
印度薄餅,yäng1 du6 bok6 beng2
一丈,yäk2 zöng6
休旅車,yäu1 lü1 ce1
葵盛圍,kwäi4 säng6 wäi4
離苦得樂,li4 fu2 däk2 lok6
兩爺孫,löng1 ye4 süng1
萬丈深淵,mæng6 zöng6 säm1 yüng1
牛仔褸,ngäu4 zäi2 läu1
惡口,ok2 häu2
被卧,pi1 ngo6
盤根錯節,pung4 gäng1 co1 zik2
碰釘,pung1 deng1
濕度計,säp2 du6 gäi1
水靈靈,söi2 läng4 läng4
食食下飯,säk6 säk6 ha1 fæng6
添華道,tim1 wa4 däu6
周生生,zäu1 säng1 säng1
周華健,zäu1 wa4 ging6
正楷,zäng1 kai2
中英數,zung1 yäng1 su1
轉眼之間,züng2 ngæng1 zi1 gæng1
七日鮮,cäk2 yäk6 sing1
出軌行為,cäk2 gwäi2 häng4 wäi4
青金石,cäng1 gäm1 sek6
打定主意,da2 däng6 zü2 yi1
點好呢,dim2 häu2 ne1
發射井,fæk2 se6 zäng2
粉嶺公路,fäng2 leng1 gung1 lu6
幾時話,gi2 si4 wa6
驚飛,gäng1 fi1
講閒話,gong2 hæng4 wa2
行梯,hæng4 täi1
好唔好味,häu2 m4 häu2 mi6
好塞,häu2 säk2
一上一落,yäk2 söng1 yäk2 lok6
揚長避短,yöng4 cöng4 bi6 düng2
甩車,läk2 ce1
靈實,läng4 säk6
六分儀,luk6 fäng6 yi4
那番,na1 fæng1
省招牌,sæng2 ziu1 pai4
生物製品,säng1 mäk6 zäi1 bäng2
石片,sek6 ping1
勝利道,säng1 li6 däu6
醍醐灌頂,täi4 wu4 gwung1 deng2
透明質酸,täu1 mäng4 zäk2 süng1
彎度,wæng1 du6
佔領軍,zim1 läng1 gwäng1
早着先機,zäu2 zök6 sing1 gi1
鐫刻,cüng4 häk2
陳腎,cäng4 säng1
長平之戰,cöng4 päng4 zi1 zing1
搭上搭,dap2 söng6 dap2
頂死,däng2 si2
倒豎葱,däu2 sü6 cung1
非核化,fi1 häk6 fa1
輻射劑量,fuk2 se6 zäi1 löng6
咁光,gäm1 gwong1
乾嘔,gung1 äu2
乾電池,gung1 ding6 ci4
乾凍,gung1 dung1
高嶺土,gäu1 läng1 tu2
國家制度,gwok2 ga1 zäi1 du6
一路平安,yäk2 lu6 päng4 wung1
一線之差,yäk2 sing1 zi1 ca1
尤為,yäu4 wäi6
有味笑話,yäu1 mi6 siu1 wa2
易彎,yi6 wæng1
賢士,ying4 si6
強加於人,köng4 ga1 yü1 yäng4
兩宋,löng1 sung1
撈過界,läu1 gwo1 gai1
撈亂骨頭,läu1 lüng6 gwäk2 täu4
孖埋,ma1 mai4
孖裝,ma1 zong1
問下先,mäng6 ha1 sing1
未解之謎,mi6 gai2 zi1 mai4
母質,mu1 zäk2
勾畫,ngäu1 wæk6
年少有為,ning4 siu1 yäu1 wäi4
散毒,sæng1 duk6
