Index,Word,Glossary,EnglishGlossary,Type,Character,IPA,Rom,1st check,Remark,
1676_Waitau_1,"1,676",(用藥)毒(魚),Poison (v.),Waitau_1,毒,tɐu22,däu6 ,OK,,
1677_Waitau_1,"1,677",調換,Exchange,Waitau_1,調換,tiu22wuŋ22,diu6 wung6 ,OK,,
1677_Waitau_2,"1,677",調換,Exchange,Waitau_2,調轉,tiu11tsyŋ35,diu4 züng2 ,OK,,
1678_Waitau_1,"1,678",輪流,In turn,Waitau_1,輪流,lɐŋ11lɐu35,läng4 läu2 ,OK,,
1678_Waitau_2,"1,678",輪流,In turn,Waitau_2,輪住,lɐŋ11tsy22,läng4 zü6 ,OK,,
1679_Waitau_1,"1,679",躲藏,Hide up,Waitau_1,屏,pɛŋ13,beng1 ,OK,,
1680_Waitau_1,"1,680",假裝(不懂),Pretend,Waitau_1,詐,tsa13,za1 ,OK,,
1681_Waitau_1,"1,681",嬌慣,Spoiled,Waitau_1,縱,tsoŋ13,zung1 ,OK,,
1681_Waitau_2,"1,681",嬌慣,Spoiled,Waitau_2,慣,kʷæŋ13,gwæng1 ,OK,,
1682_Waitau_1,"1,682",(煙)薰(了眼),Fumed (by smoke),Waitau_1,醃眼,jip55ŋæŋ13,yip2 ngæng1 ,有問題,IPA: jip33 ŋæŋ33,
1683_Waitau_1,"1,683",(水)滄(了鼻子),Choked by water,Waitau_1,濁,tsʰok55,cuk2 ,唔肯定,cuk6,
1684_Waitau_1,"1,684",(飯)滄(了氣管),Choked by ricein the throat,Waitau_1,濁,tsʰok55,cuk2 ,唔肯定,cuk6,
1685_Waitau_1,"1,685",凹(下去),Sink in,Waitau_1,凹,nɐp35,näp2 ,OK,nɐp55,
1686_Waitau_1,"1,686",凸(出來),Protrude out,Waitau_1,凸,tɐk22,däk6 ,OK,,
1687_Waitau_1,"1,687",知道,Know,Waitau_1,知,ti13,di1 ,OK,,
1688_Waitau_1,"1,688",懂(了),"Understand, know (a skill)",Waitau_1,曉,hiu35,hiu2 ,OK,,
1688_Waitau_2,"1,688",懂(了),"Understand, know (a skill)",Waitau_2,識,sɐk55,säk2 ,OK,,
1689_Waitau_1,"1,689",認識,Know (someone),Waitau_1,識,sɐk55,säk2 ,OK,,
1690_Waitau_1,"1,690",以為,Deem,Waitau_1,以為,ji13wɐi11,yi1 wäi4 ,OK,,
1691_Waitau_1,"1,691",覺得,Feel,Waitau_1,覺得,kɤk35tɐk35,gok2 däk2 ,唔肯定,IPA: kɤk33 tɐk33,
1692_Waitau_1,"1,692",估計,Estimate,Waitau_1,估,ku35,gu2 ,OK,,
1692_Waitau_2,"1,692",估計,Estimate,Waitau_2,測估,tsɐk55ku35,zäk2 gu2 ,OK,,
1693_Waitau_1,"1,693",牽掛,Miss somebody,Waitau_1,掛,kʷʰa13,kwa1 ,OK,,
1694_Waitau_1,"1,694",擔心,Worry about somebody,Waitau_1,擔心,tam13sɐm13,dam1 säm1 ,OK,,
1694_Waitau_2,"1,694",擔心,Worry about somebody,Waitau_2,愁心,tsʰɐu13sɐm13,cäu1 säm1 ,OK,,
1695_Waitau_1,"1,695",生氣,Be angry,Waitau_1,怒氣,nu22hi13,nu6 hi1 ,OK,,
1695_Waitau_2,"1,695",生氣,Be angry,Waitau_2,發火,fak35fɔ35,fak2 fo2 ,OK,,
1695_Waitau_3,"1,695",生氣,Be angry,Waitau_3,谷氣,kok55hi13,guk2 hi1 ,OK,,
1696_Waitau_1,"1,696",委屈,Be wronged,Waitau_1,委屈,wɐi55wɐk35,wäi2 wäk2 ,OK,wɐi35 wɐk55,
1697_Waitau_1,"1,697",害怕,Be afraid,Waitau_1,惶,kʰɤŋ11,kong4 ,OK,,
1698_Waitau_1,"1,698",小心,Be careful,Waitau_1,小心,siu35sɐm13,siu2 säm1 ,OK,,
1699_Waitau_1,"1,699",提防,Guard against,Waitau_1,睇住,tʰɐi35tsy22,täi2 zü6 ,OK,,
1700_Waitau_1,"1,700",回憶,Recall,Waitau_1,諗起,nɐm35hi35,näm2 hi2 ,OK,,
1701_Waitau_1,"1,701",(甘心)情願,Be willing to,Waitau_1,情願,tsʰɐŋ11jyŋ22,cäng4 yüng6 ,OK,,
1701_Waitau_2,"1,701",(甘心)情願,Be willing to,Waitau_2,寧願,nɐŋ11jyŋ35,näng4 yüng2 ,OK,,
1702_Waitau_1,"1,702",喜歡(看戲),Like,Waitau_1,中意,tsoŋ13ji13,zung1 yi1 ,OK,,
1703_Waitau_1,"1,703",討厭,Hate,Waitau_1,唔中意,m̩11tsoŋ13ji13,m4 zung1 yi1 ,OK,,
1704_Waitau_1,"1,704",妒忌,Be jealous,Waitau_1,眼紅,ŋaŋ13hoŋ11,ngang1 hung4 ,OK,,
1704_Waitau_2,"1,704",妒忌,Be jealous,Waitau_2,眼赤,ŋaŋ13tsʰɛ35,ngang1 ce2 ,OK,,
1705_Waitau_1,"1,705",疼愛(孫子),Love,Waitau_1,惜,sɛk35,sek2 ,OK,,
1705_Waitau_2,"1,705",疼愛(孫子),Love,Waitau_2,緊,kɐŋ35,gäng2 ,OK,,
1706_Waitau_1,"1,706",惱火,Infuriate,Waitau_1,發火,fæk55fɔ35,fæk2 fo2 ,有問題,fæk33 fɔ35,
1707_Waitau_1,"1,707",慌張,"In a flurry, panic",Waitau_1,惶,kʰɤŋ11,kong4 ,OK,,
1708_Waitau_1,"1,708",心煩,Anxious,Waitau_1,煩,fæŋ11,fæng4 ,OK,,
1709_Waitau_1,"1,709",得意,Complacent,Waitau_1,得戚,tɐk55tsʰɐk35,däk2 cäk2 ,OK,,
1710_Waitau_1,"1,710",忘(了),Forget,Waitau_1,唔記得,m11ki13tɐk35,m4 gi1 däk2 ,OK,,
1711_Waitau_1,"1,711",埋怨,"Complain, blame",Waitau_1,怨,jyŋ35,yüng2 ,OK,jyŋ33,
1712_Waitau_1,"1,712",相信,Believe,Waitau_1,信,sɐŋ13,säng1 ,OK,,
1713_Waitau_1,"1,713",懷疑,Doubt,Waitau_1,懷疑,wai11ji11,wai4 yi4 ,OK,,
1713_Waitau_2,"1,713",懷疑,Doubt,Waitau_2,思疑,si13ji11,si1 yi4 ,OK,,
1714_Waitau_1,"1,714",嫌棄,Dislike and avoid,Waitau_1,嫌,jim11,yim4 ,OK,,
1715_Waitau_1,"1,715",安慰,To comfort,Waitau_1,勸,hyŋ13,hüng1 ,OK,,
1716_Waitau_1,"1,716",傷心,Sad,Waitau_1,傷心,sœŋ13sam35,söng1 sam2 ,有問題,sœŋ13 sam13 ROM: söng1 sam1,
1717_Waitau_1,"1,717",高興,Be happy,Waitau_1,高興,kɐu13hɐŋ13,gäu1 häng1 ,OK,,
1718_Waitau_1,"1,718",心疼(東西),Cherish something,Waitau_1,唔捨得,m11sɛ35tɐk35,m4 se2 däk2 ,OK,,
1718_Waitau_2,"1,718",心疼(東西),Cherish something,Waitau_2,心痛,sɐm13toŋ13,säm1 dung1 ,有問題,säm1 tung1 ,
1719_Waitau_1,"1,719",清靜,Quiet,Waitau_1,靜,tsɐŋ22,zäng6 ,OK,,
1720_Waitau_1,"1,720",陰涼,Shady,Waitau_1,陰涼,jɐm13lœŋ11,yäm1 löng4 ,OK,,
1721_Waitau_1,"1,721",輕鬆,Relaxed,Waitau_1,好過,hɐu55kʷɔ13,häu2 gwo1 ,OK,,
1722_Waitau_1,"1,722",累,Be tired,Waitau_1,攰,kʷɵy22,gwöi6 ,OK,,
1723_Waitau_1,"1,723",(光線)刺眼,Dazzled by sunshine,Waitau_1,晟眼,tsʰaŋ11ŋaŋ13,cang4 ngang1 ,OK,,
1724_Waitau_1,"1,724",(氣味)刺鼻,Pungent,Waitau_1,攻鼻,koŋ13pi22,gung1 bi6 ,OK,,
1725_Waitau_1,"1,725",(聲音)刺耳,Strident,Waitau_1,刺耳,tsʰi13ji13,ci1 yi1 ,OK,,
1726_Waitau_1,"1,726",(鞋子覺著)緊,(the shoes are) small,Waitau_1,夾腳,kap22kœk35,gap6 gök2 ,OK,,
1727_Waitau_1,"1,727",(衣服覺著)緊,(clothes)tight,Waitau_1,窄,tsæk35,zæk2 ,OK,,
1728_Waitau_1,"1,728",(肚子覺著)痛,Painful,Waitau_1,痛,tʰoŋ13,tung1 ,OK,,
1729_Waitau_1,"1,729",(開水覺著)燙,Hot,Waitau_1,焫,næk35,næk2 ,有問題,næk33,
1730_Waitau_1,"1,730",(肥肉覺著)膩,Grease,Waitau_1,膩,fi11ni22,fi4 ni6 ,OK,肥膩,
1731_Waitau_1,"1,731",(身上覺著)癢,Itchy,Waitau_1,癢,jœŋ13,yöng1 ,OK,,
1731_Waitau_2,"1,731",(身上覺著)癢,Itchy,Waitau_2,痎,hai11,hai4 ,OK,,
1732_Waitau_1,"1,732",(屋裏覺著)悶,Studdy Stiffling hot,Waitau_1,焗,ŋɐi13kʰok22,ngäi1 kuk6 ,OK,,
1733_Waitau_1,"1,733",(坐車覺著)顛,Bumpy,Waitau_1,扽,tɐŋ13,däng1 ,OK,,
1734_Waitau_1,"1,734",(凳子覺著)冰,Cold,Waitau_1,刺,tsʰɛk35,cek2 ,唔肯定,tsʰɛk33,
1735_Waitau_1,"1,735",(毛衣覺著)紮,(the sweater is) bristly,Waitau_1,拮肉,kɐk35jok22,gäk2 yuk6 ,OK,kɐk55 jok22,
1736_Waitau_1,"1,736",(沙子)硌腳,(the sands) cut the feet,Waitau_1,塱,lɤŋ13,long1 ,OK,,
1737_Waitau_1,"1,737",殺(碘酒抹在傷口上時的刺痛感),Smart (seriously painful),Waitau_1,嗱,na35,na2 ,OK,,
1738_Waitau_1,"1,738",長(繩),Long,Waitau_1,長,tsʰœŋ11,cöng4 ,OK,,
1739_Waitau_1,"1,739",短(繩),Short,Waitau_1,短,tyŋ35,düng2 ,OK,,
1740_Waitau_1,"1,740",(屋簷)低,Low (eaves),Waitau_1,矮,ai35,ai2 ,OK,,
1741_Waitau_1,"1,741",(路)寬,Wide,Waitau_1,闊,fuk55,fuk2 ,有問題,fuk33,
1742_Waitau_1,"1,742",(路)窄,Narrow,Waitau_1,窄,tsæk35,zæk2 ,有問題,tsæk33,
1743_Waitau_1,"1,743",(衣服)新,New,Waitau_1,新,sɐŋ13,säng1 ,OK,,
1744_Waitau_1,"1,744",(衣服)破,Ragged (clothes),Waitau_1,爛,læŋ22,læng6 ,OK,,
1745_Waitau_1,"1,745",(菜)辣,Spicy hot,Waitau_1,辣,læk22,læk6 ,OK,,
1746_Waitau_1,"1,746",(南瓜很)面(纖維少，澱粉多柔軟),Sticky (too much starch in food),Waitau_1,面,miŋ11,ming4 ,OK,,
1747_Waitau_1,"1,747",(湯)鹹,Salty,Waitau_1,鹹,ham11,ham4 ,OK,,
1748_Waitau_1,"1,748",(柿子)澀,"Astringent, puckery",Waitau_1,澀,kip35,gip2 ,有問題,kip33,
1749_Waitau_1,"1,749",(味道)淡,"Light, no tasty",Waitau_1,淡,tʰam11,tam4 ,有問題,tʰam33,
1750_Waitau_1,"1,750",(茶)濃,(tea) strong,Waitau_1,濃,joŋ11,yung4 ,OK,,
1751_Waitau_1,"1,751",(茶)淡,(tea) mild,Waitau_1,淡,tʰam13,tam1 ,有問題,tʰam33,
1752_Waitau_1,"1,752",(粥)稠,Thick and sticky,Waitau_1,結,kik35,gik2 ,OK,kik33,
1753_Waitau_1,"1,753",(粥)稀,Watery,Waitau_1,稀,hi13,hi1 ,OK,,
1754_Waitau_1,"1,754",(眼睛)圓,(eyes)Round,Waitau_1,圓,jyŋ11,yüng4 ,OK,,
1755_Waitau_1,"1,755",(鼻子)扁,(nose)plain,Waitau_1,扁,piŋ35,bing2 ,OK,,
1756_Waitau_1,"1,756",(水)渾,(water)turbid,Waitau_1,濁,tsok22,zuk6 ,OK,,
1757_Waitau_1,"1,757",(水)清,(water)clear,Waitau_1,清,tsʰɐŋ13,cäng1 ,OK,,
1758_Waitau_1,"1,758",(房間)暗,(room)dark,Waitau_1,黑,hɐk35,häk2 ,有問題,hɐk55,
1759_Waitau_1,"1,759",(手)大,(hand)big,Waitau_1,大,tai22,dai6 ,OK,,
1760_Waitau_1,"1,760",(手)小,(hand)small,Waitau_1,細,sɐi13,säi1 ,OK,,
1761_Waitau_1,"1,761",(刀)鋒利,(knife)sharp,Waitau_1,快,fai13,fai1 ,OK,,
1761_Waitau_2,"1,761",(刀)鋒利,(knife)sharp,Waitau_2,利,li22,li6 ,OK,,
1762_Waitau_1,"1,762",(魚)活,(fish)live,Waitau_1,生,sæŋ13,sæng1 ,OK,,
1763_Waitau_1,"1,763",很笨,Stupid,Waitau_1,蠢,tsʰɐŋ35,cäng2 ,OK,,
1764_Waitau_1,"1,764",(飯)生,Unboilded(rice),Waitau_1,生,sæŋ13,sæng1 ,OK,,
1765_Waitau_1,"1,765",(飯)熟,Boilded(rice),Waitau_1,熟,sok22,suk6 ,OK,,
1766_Waitau_1,"1,766",(弄)亂(了),Disorder,Waitau_1,亂,lyŋ22,lüng6 ,OK,,
1767_Waitau_1,"1,767",(放)穩,Make steady,Waitau_1,穩,wɐŋ35,wäng2 ,OK,,
1767_Waitau_2,"1,767",(放)穩,Make steady,Waitau_2,穩陣,wɐn35tsɐn22,wän2 zän6 ,OK,,
1768_Waitau_1,"1,768",(貼)歪(了),Deflective,Waitau_1,歪,mɛ35,me2 ,OK,,
1769_Waitau_1,"1,769",(栽)密(了),Thick(tree planting),Waitau_1,密,mɐk22,mäk6 ,OK,,
1770_Waitau_1,"1,770",(栽)稀(了),Thin(tree planting),Waitau_1,疏,sɔ13,so1 ,OK,,
1771_Waitau_1,"1,771",(酒)厲害,(wineis)strong,Waitau_1,厲害,li22fui22,li6 fui6 ,OK,,
1771_Waitau_2,"1,771",(酒)厲害,(wineis)strong,Waitau_2,勁,kʰɐŋ13,käng1 ,OK,,
1771_Waitau_3,"1,771",(酒)厲害,(wineis)strong,Waitau_3,濃,joŋ11,yung4 ,OK,,
1772_Waitau_1,"1,772",(花生)潮(了),(Peanut becomes) uncrisp,Waitau_1,腍,nɐm11,näm4 ,OK,,
1773_Waitau_1,"1,773",(成績)差,(theresult ofstudy is)bad,Waitau_1,差,tsʰa13kʰɐŋ13,ca1 käng1 ,唔肯定,,
1773_Waitau_2,"1,773",(成績)差,(theresult ofstudy is)bad,Waitau_2,跩,jɐi11,yäi4 ,OK,,
1774_Waitau_1,"1,774",(餅乾)脆,Crisp,Waitau_1,脆,tsʰɵy13,cöi1 ,OK,,
1775_Waitau_1,"1,775",(坡)陡,Steep,Waitau_1,斜,tsʰɛ13,ce1 ,OK,,
1776_Waitau_1,"1,776",(籃子)結實,(the basketis) Solid,Waitau_1,硬淨,ŋæŋ22tsæŋ22,ngæng6 zæng6 ,OK,,
1777_Waitau_1,"1,777",(人)強壯,(themanis)strong,Waitau_1,大隻,tai22tsɛk35,dai6 zek2 ,唔肯定,IPA: tai22 tsɛk13,
1778_Waitau_1,"1,778",(車)歪(向一邊),(the car)lurch sideways,Waitau_1,側,tsɐk35,zäk2 ,唔肯定,IPA: tsɐk55,
1778_Waitau_2,"1,778",(車)歪(向一邊),(the car)lurch sideways,Waitau_2,乜,mɛ35,me2 ,OK,,
1779_Waitau_1,"1,779",(桌子)晃,(Table is)shaky,Waitau_1,搖,jiu11,yiu4 ,OK,,
1780_Waitau_1,"1,780",(球)癟(了),(ball becomes)flat,Waitau_1,凹,nip55,nip2 ,OK,,
1781_Waitau_1,"1,781",(天氣)潮,Damp(weather),Waitau_1,潮,tsʰiu11,ciu4 ,OK,,
1782_Waitau_1,"1,782",熱鬧,Crowded,Waitau_1,旺,wɔŋ22,wong6 ,OK,,
1783_Waitau_1,"1,783",冷清,Calm and quiet (not crowded),Waitau_1,靜,tsɐŋ22,zäng6 ,OK,,
1784_Waitau_1,"1,784",乾淨,Clean,Waitau_1,伶俐,lɐŋ11li22,läng4 li6 ,OK,,
1785_Waitau_1,"1,785",骯髒,Dirty,Waitau_1,邋遢,læk22tʰɐk35,læk6 täk2 ,OK,,
1785_Waitau_2,"1,785",骯髒,Dirty,Waitau_2,骯屎,ɐŋ55si35,äng2 si2 ,OK,,
1786_Waitau_1,"1,786",(事情很)麻煩,Complicated,Waitau_1,煩,fæŋ11,fæng4 ,OK,,
1786_Waitau_2,"1,786",(事情很)麻煩,Complicated,Waitau_2,麻煩,ma11fæŋ11,ma4 fæng4 ,OK,,
1787_Waitau_1,"1,787",容易,Easy simple,Waitau_1,容易,joŋ11ji22,yung4 yi6 ,OK,,
1788_Waitau_1,"1,788",(路)直,Straight,Waitau_1,直,tsɐk22,zäk6 ,OK,,
1789_Waitau_1,"1,789",* (路)~直,Very straight,Waitau_1,好直,hɐu35tsɐk22,häu2 zäk6 ,OK,,
1790_Waitau_1,"1,790",(繩子)粗,Thick (rope),Waitau_1,粗,tsʰu13,cu1 ,OK,,
1791_Waitau_1,"1,791",(繩子)~粗,Very thick,Waitau_1,好粗,hɐu35tsʰu13,häu2 cu1 ,OK,,
1792_Waitau_1,"1,792",(繩子)細,thin(rope),Waitau_1,幼,jɐu13,yäu1 ,OK,,
1793_Waitau_1,"1,793",(繩子)很細,Extremely slender (string),Waitau_1,好幼,hɐu55jɐu13,häu2 yäu1 ,OK,,
1794_Waitau_1,"1,794",(籮裏穀子)滿,Full (a basket is filled with rice),Waitau_1,滿,moŋ13,mung1 ,OK,,
1795_Waitau_1,"1,795",(籮裏穀子)~滿,Very full,Waitau_1,好滿,hɐu55moŋ13,häu2 mung1 ,OK,,
1796_Waitau_1,"1,796",(書)厚,Thick (book),Waitau_1,拼滿,pʰɐŋ13,päng1 ,OK,,
1797_Waitau_1,"1,797",(書)~厚,Very thick,Waitau_1,好拼,hɐu35pʰɐŋ13,häu2 päng1 ,OK,,
1798_Waitau_1,"1,798",(紙)薄,Flimsy thin (paper),Waitau_1,薄,pɤk22,bok6 ,OK,,
1799_Waitau_1,"1,799",(紙)~薄,Very thin,Waitau_1,好薄,hɐu55pɤk22,häu2 bok6 ,OK,,
1800_Waitau_1,"1,800",(燈)亮,Bright,Waitau_1,皓,hau22,hau6 ,OK,,
1801_Waitau_1,"1,801",(燈)~亮,Very brght,Waitau_1,好皓,hɐu35hau22,häu2 hau6 ,OK,,
1802_Waitau_1,"1,802",(魚)腥,Fishy,Waitau_1,腥,sɛŋ13,seng1 ,OK,,
1803_Waitau_1,"1,803",(魚)~腥,Very fishy,Waitau_1,臭腥,tsʰɐu13sɛŋ13,cäu1 seng1 ,OK,,
1804_Waitau_1,"1,804",(菜)嫩,(vegetables) Tender,Waitau_1,嫩,nyŋ22,nüng6 ,OK,,
1805_Waitau_1,"1,805",(菜)~嫩,Very tender,Waitau_1,好嫩,hɐu35nyŋ22,häu2 nüng6 ,OK,,
1806_Waitau_1,"1,806",(肉煮得)爛,(meat) Mashed,Waitau_1,腍,nɐm11,näm4 ,OK,,
1807_Waitau_1,"1,807",(肉煮得)~爛,Very mashed,Waitau_1,好腍,hɐu35nɐm11,häu2 näm4 ,OK,,
1808_Waitau_1,"1,808",（膝蓋碰)痛(了),Painful (after hurt),Waitau_1,痛,tʰoŋ13,tung1 ,OK,,
1809_Waitau_1,"1,809",(膝蓋碰得)~痛,Very painful,Waitau_1,好痛,hɐu35tʰoŋ13,häu2 tung1 ,OK,,
1810_Waitau_1,"1,810",(個兒)高,Tall(Body feature),Waitau_1,高,kɐu13,gäu1 ,OK,,
1811_Waitau_1,"1,811",(個兒)矮,(Body feature) Short,Waitau_1,矮,ai35,ai2 ,OK,,
1812_Waitau_1,"1,812",*矮~~,Very short,Waitau_1,矮耷耷,ai31tɐp3tɐp53,ai31däp3däp53,唔肯定,IPA: ai35 tɐp33 tɐp33 Rom: ai2 däp33 däp33,
1813_Waitau_1,"1,813",(人)胖,Fat (man),Waitau_1,肭,nɐp35,näp2 ,唔肯定,IPA: nɐp33,
1813_Waitau_2,"1,813",(人)胖,Fat (man),Waitau_2,肥,fi11,fi4 ,OK,,
1814_Waitau_1,"1,814",胖~~,Very thick,Waitau_1,肥騰騰,fi11tʰɐŋ11tʰɐŋ11,fi4 täng4 täng4 ,OK,,
1815_Waitau_1,"1,815",(人)瘦,Slim(man),Waitau_1,瘦,sɐu13,säu1 ,OK,,
1816_Waitau_1,"1,816",瘦~~,Very slim,Waitau_1,瘦蜢蜢,sɐu13mæŋ55mæŋ35,säu1 mæng2 mæng2 ,OK,,
1817_Waitau_1,"1,817",(豬)肥,Fat (pig),Waitau_1,肭,nɐp35,näp2 ,唔肯定,IPA: nɐp33,
1817_Waitau_2,"1,817",(豬)肥,Fat (pig),Waitau_2,肥,fi11,fi4 ,OK,,
1818_Waitau_1,"1,818",肥~~,Very fat (pig),Waitau_1,肥騰騰,fi11tʰɐŋ11tʰɐŋ11,fi4 täng4 täng4 ,OK,,
1819_Waitau_1,"1,819",(菜)老,(the vegetable) overgrow,Waitau_1,老,lau13,lau1 ,OK,,
1820_Waitau_1,"1,820",老~~,Seriously overgrow,Waitau_1,老壓壓,lɐu13ŋɐk22ŋɐk22,läu1 ngäk6 ngäk6 ,OK,,
1821_Waitau_1,"1,821",(東西)亂,Chaotic (room),Waitau_1,亂,lyŋ22,lüng6 ,OK,,
1823_Waitau_1,"1,823",(速度)快,Fast(speed),Waitau_1,快,fai13,fai1 ,OK,,
1824_Waitau_1,"1,824",~快,Very fast,Waitau_1,好快,fai33,fai33,OK,,
1825_Waitau_1,"1,825",(速度)慢,Slow(speed),Waitau_1,慢,mæŋ22,mæng6 ,OK,,
1826_Waitau_1,"1,826",慢~~,Very slow,Waitau_1,慢吞吞,mæŋ22tʰɐŋ11tʰɐŋ11,mæng6 täng4 täng4 ,OK,,
1827_Waitau_1,"1,827",(刀)快,Sharp(knife),Waitau_1,快,fai13,fai1 ,OK,,
1828_Waitau_1,"1,828",~快,Very sharp,Waitau_1,好利,hɐu35li22,häu2 li6 ,OK,,
1829_Waitau_1,"1,829",(水)熱,Hot(water),Waitau_1,焫,nak35,nak2 ,OK,,
1830_Waitau_1,"1,830",~熱,Very hot,Waitau_1,好焫,hɐu35ȵit22,häu2 ngit6 ,OK,,
1831_Waitau_1,"1,831",熱~~,Extremely hot,Waitau_1,熱辣辣,jik22læk22læk22,yik6 læk6 læk6 ,OK,,
1832_Waitau_1,"1,832",(水)冷,Cold (water),Waitau_1,凍,toŋ13,dung1 ,OK,,
1833_Waitau_1,"1,833",~冷,Very cold,Waitau_1,凍赤赤,toŋ13tsɛk55tsɛk35,dung1 zek2 zek2 ,OK,toŋ13 tsɛk55 tsɛk5,
1834_Waitau_1,"1,834",冷~~,Extremely cold,Waitau_1,凍喋喋,toŋ13tʰik55tʰik35,dung1 tik2 tik2 ,OK,toŋ13 tʰik55 tʰik55,
1835_Waitau_1,"1,835",(水)燙,Hot and hurt (water),Waitau_1,焫,nak35,nak2 ,唔肯定,nak33,
1837_Waitau_1,"1,837",紅,Red,Waitau_1,紅,hoŋ11,hung4 ,OK,,
1838_Waitau_1,"1,838",~紅,Very red,Waitau_1,鮮紅,siŋ13hoŋ11,sing1 hung4 ,OK,,
1839_Waitau_1,"1,839",紅~~ 鮮紅,Extremely red,Waitau_1,紅當當,hoŋ11tɤŋ55tɤŋ13,hung4 dong2 dong1 ,OK,,
1840_Waitau_1,"1,840",黃,Yellow,Waitau_1,黃,wɤŋ11,wong4 ,OK,,
1842_Waitau_1,"1,842",黃~~,Extremely yellow,Waitau_1,黃金金,wɤŋ11kɐm11kɐm11,wong4 gäm4 gäm4 ,OK,,
1843_Waitau_1,"1,843",綠,Green,Waitau_1,青,tsʰɛŋ13,ceng1 ,OK,,
1845_Waitau_1,"1,845",綠油油~~,Extremely green,Waitau_1,青比比,tsʰɛŋ13pi55pi55,ceng1 bi2 bi2 ,OK,,
1846_Waitau_1,"1,846",白,White,Waitau_1,白,pæk22,bæk6 ,OK,,
1848_Waitau_1,"1,848",白~~,Extremely white,Waitau_1,白雪雪,pæk22syt55syt55,bæk6 süt2 süt2 ,OK,,
1848_Waitau_2,"1,848",白~~,Extremely white,Waitau_2,白嗮嗮,pæk22sai13sai13,bæk6 sai1 sai1 ,OK,,
1848_Waitau_3,"1,848",白~~,Extremely white,Waitau_3,白吞吞,pæk22tʰɐŋ13tʰɐŋ13,bæk6 täng1 täng1 ,OK,,
1849_Waitau_1,"1,849",黑,Black,Waitau_1,黑,hɐk35,häk2 ,唔肯定,hɐk55,
1851_Waitau_1,"1,851",黑漆漆~~,Extremely black,Waitau_1,黑聞聞,hɐk55mɐŋ11mɐŋ11,häk2 mäng4 mäng4 ,唔肯定,hɐk55 mɐŋ55 mɐŋ55,
1852_Waitau_1,"1,852",(菜)酸,(dish) Sour,Waitau_1,酸,syŋ13,süng1 ,OK,,
1854_Waitau_1,"1,854",酸~~,Extremely sour,Waitau_1,酸咪咪,syŋ13mi55mi35,süng1 mi2 mi2 ,OK,syŋ13 mi55 mi55,
1855_Waitau_1,"1,855",(瓜)甜,(Melon) Sweet,Waitau_1,甜,tʰim11,tim4 ,OK,,
1857_Waitau_1,"1,857",甜~~,Extremely sweet,Waitau_1,甜耶耶,tʰim11jai11jai11,tim4 yai4 yai4 ,OK,,
1858_Waitau_1,"1,858",(瓜)苦,(Melon) bitter,Waitau_1,苦,fu35,fu2 ,OK,,
1861_Waitau_1,"1,861",(花)香,(the smell of flower) Fragrant,Waitau_1,香,hœŋ13,höng1 ,OK,,
1863_Waitau_1,"1,863",香噴噴~~,Extremely fragrant,Waitau_1,香噴噴,hœŋ55pʰɐŋ13pʰɐŋ13,höng2 päng1 päng1 ,OK,東莞話讀音: hœŋ13 pʰɐŋ13 pʰɐŋ13,
1864_Waitau_1,"1,864",(屎)臭,(Dung) Smelly,Waitau_1,臭,tsʰɐu33,cäu33,OK,,
1865_Waitau_1,"1,865",~臭,Very smelly,Waitau_1,臭垠,tsʰɐu13hɐŋ13,cäu1 häng1 ,OK,,
1867_Waitau_1,"1,867",(尿)臊,Urine smelly,Waitau_1,臭臊,tsʰɐu13ou13,cäu1 ou1 ,OK,,
1870_Waitau_1,"1,870",(地面)滑,Slippery (floor too smooth),Waitau_1,滑,wæk22,wæk6 ,OK,,
1872_Waitau_1,"1,872",滑~~,Extremely slippery,Waitau_1,滑溜溜,wæk22lyk55lyk35,wæk6 lük2 lük2 ,OK,,
1872_Waitau_2,"1,872",滑~~,Extremely slippery,Waitau_2,滑潺潺,wæk22saŋ55saŋ35,wæk6 sang2 sang2 ,唔肯定,IPA: wæk22 saŋ11 saŋ11 Rom: wæk6 sang4 sang4,
1873_Waitau_1,"1,873",重,Heavy,Waitau_1,重,tsʰoŋ13,cung1 ,OK,,
1875_Waitau_1,"1,875",重~~,Extremely heavy,Waitau_1,重沉沉,tsʰoŋ13tɐm11tɐm11,cung1 däm4 däm4 ,OK,,
1876_Waitau_1,"1,876",輕,Light (weight),Waitau_1,輕,hɛŋ13,heng1 ,OK,,
1878_Waitau_1,"1,878",輕~~,Extremely light,Waitau_1,輕青青,hɛŋ13tsʰɛŋ11tsʰɛŋ11,heng1 ceng4 ceng4 ,OK,,
1879_Waitau_1,"1,879",(衣服曬)乾(了),(the clothes) Dry,Waitau_1,燥,tsau13,zau1 ,OK,,
1880_Waitau_1,"1,880",~乾,Very dry,Waitau_1,燥乾,tsau13kʷuŋ13,zau1 gwung1 ,OK,,
1882_Waitau_1,"1,882",(衣服淋)濕(了),(the clothes) Wet,Waitau_1,濕,sɐp35,säp2 ,OK,,
1884_Waitau_1,"1,884",濕~~,Extremely wet,Waitau_1,濕吶吶,sɐp55nɐp22nɐp22,säp2 näp6 näp6 ,OK,,
1885_Waitau_1,"1,885",(饅頭)硬,Hard (food too hard to chew),Waitau_1,硬,ŋaŋ22,ngang6 ,OK,,
