char,pron
凹凹凸凸,ngiap5 ngiap5 tut6 tut6
三公消費,sam1 gung1 siau1 fui4
十字車,sip6 su4 ca1
燒腩仔,sau1 lam4 zai3
疏忽大意,so1 fut5 tai4 yi4
選種,sien3 zung3
不識好歹,but5 sit5 hau3 dai3
參悟,cam1 ngu4
此言差矣,cu3 ngien2 ca1 yi3
官立學校,gon1 lip6 hok6 gau4
行蠱惑,hang2 gu3 fet6
月份會議,ngiet6 fun4 fui4 ngi4
兩全,liong1 cien2
惡狠狠,ok5 hen3 hen3
平輩,pin2 bui4
平安紙,pin2 on1 zi3
三句不離,sam1 gi4 but5 li2
省城,sen3 sang2
為民除害,vui4 min2 cu2 hoi4
踏車,tap6 ca1
乾蒸,gon1 zin1
廣吿雜誌,gong3 gau4 cap6 zi4
雍和宮,yung1 fo2 giung1
和洽,fo2 giap5
和平鴿,fo2 pin2 gap5
正化,zin4 fa4
敗絮其中,pai4 si4 ki2 zung1
分頭行事,fun1 tiu2 hang2 su4
吃到飽,ket5 dau4 bau3
強鹼,kiong2 gan3
兩德,liong1 det5
兩三個鐘,liong1 sam1 go4 zung1
萬象更新,man4 siong4 gang1 sin1
鋪蓋,pu1 goi4
三絲,sam1 su1
散髮,san3 fat5
十三么,sip6 sam1 yau1
捨己為人,sa3 gi3 vui4 ngin2
頭殼頂,tiu2 hok5 dang3
逼巴士,bit5 ba1 si3
半真半假,ban4 zin1 ban4 ga3
傳家,con2 ga1
打攪,da3 gau3
單刀赴會,dan1 dau1 fu4 fui4
見食,gien4 sit6
行蹤飄忽,hang2 zung1 piau1 fut5
河涌,ho2 cung1
好來好去,hau3 loi2 hau3 hi4
尿毒症,ngiau4 tuk6 zin4
小人蛇,siau3 ngin2 sa2
挨年近晚,ai1 ngien2 kiun4 man1
杯盤狼藉,bui1 pan2 long2 cit6
打藤,da3 ten2
地利人和,ti4 li4 ngin2 fo2
分號,fun1 hau4
幾點鐘,gi3 diam3 zung1
觀察人士,gon1 cat5 ngin2 su4
入咪,ngip6 mai4
月下貨,ngiet6 ha4 fo4
帕斯卡,pa4 su1 ka1
三點水,sam1 diam3 sui3
生而平等,sang1 yi2 pin2 den3
生物質能,sang1 vut6 zit5 len2
死仔,si3 zai3
太平間,tai4 pin2 gan1
集體強姦,sip6 ti3 kiong2 gan1
摺被,zap5 pi1
啤一啤,bia1 yit5 bia1
情深義重,cin2 cim1 ngi4 cung4
番薯糖水,fan1 su2 tong2 sui3
假冒偽劣,ga3 mau4 ngui4 lot5
幾多號,gi3 do1 hau4
好眉好貌,hau3 mi2 hau3 mau4
血中毒,hiet5 zung4 tuk6
靈魂深處,lin2 fun2 cim1 cu4
牛仔衫,ngiu2 zai3 sam1
神經毒素,sin2 gin1 tuk6 su4
社會效益,sa1 fui4 hau4 yit5
攝時間,ngiap5 si2 gan4
畫外音,fa4 ngoi4 yim1
醉酒駕車,zui4 ziu3 ga4 ca1
打殺,da3 sat5
經緯度,gin1 vui3 tu4
乾笑,gon1 siau4
公證處,gung1 zin4 cu4
興沖沖,hin4 cung1 cung1
以暴制暴,yi1 pau4 zi4 pau4
兩碼事,liong1 ma1 su4
兩面三刀,liong1 mien4 sam1 dau1
偶然間,ngiu3 yen2 gan1
外耳道,ngoi4 ngi3 tau4
水上人家,sui3 song4 ngin2 ga1
成眠,sin2 min2
圍讀,vui2 tuk6
爭番啖氣,zang1 fan1 tam4 hi4
爭風吃醋,zang1 fung1 ket5 cu4
逐鹿中原,cuk6 luk6 zung1 ngien2
大掣,tai4 zi4
傀儡政府,kui3 lui3 zin4 fu3
撿便宜,giam3 pien2 li2
郵車,yiu2 ca1
有幾可,yiu1 gi3 ko3
賠命,poi2 miang4
三號線,sam1 hau4 sien4
西洋參,si1 yong2 sem1
社會正義,sa1 fui4 zin4 ngi4
喪叫,song4 giau4
環保鬥士,van2 bau3 diu4 su4
自食惡果,cu4 sit6 ok5 go3
將種,ziong4 zung3
把幾火,ba3 gi3 fo3
飽讀詩書,bau3 tuk6 si1 su1
查經,ca2 gin1
鏟雪車,can3 siet5 ca1
大咪,tai4 mai4
道袍,tau4 pau2
獨到之處,tuk6 dau4 zu1 cu4
番號,fan1 hau4
番攤,fan1 tan1
人間喜劇,ngin2 gan1 hi3 kiak6
務使,vu4 si3
新華日報,sin1 fa2 ngit5 bau4
士卒,su4 zut5
喪服,song1 fuk6
卒仔,zut5 zai3
中上階層,zung1 song4 gai1 cen2
轉捩,zon3 liet6
包生仔,bau1 sang1 zai3
傳染源,con2 ngiam4 ngien2
打手指模,da3 siu3 zi3 mu2
分母,fun4 mu3
坊間傳言,fong2 gan1 con2 ngien2
假正經,ga3 zin4 gin1
限時限刻,han4 si2 han4 ket5
核力,het6 lit6
好盞,hau3 zan3
紅顏薄命,fung2 ngan2 pok6 min4
列車員,liet6 ca1 yen2
磨刀石,mo2 dau1 sak6
實驗學校,sit6 ngiam4 hok6 gau4
乘數表,sin2 su4 biau3
商住兩用,song1 cu4 liong1 yung4
互為因果,fu4 vui2 yin1 go3
執拗,zip5 au4
不惜一戰,but5 sit5 yit5 zien4
狗仔式,giu3 zai3 sit5
後真相,hiu4 zin1 siong4
好人難做,hau3 ngin2 lan2 zo4
月餅會,ngiet6 biang3 fui4
兩截色,liong1 ciet6 set5
量力,liong4 lit6
老幾,lau3 gi3
老成持重,lau3 sin2 ci2 cung4
四大名著,si4 tai4 min2 zu4
正太,zin4 tai4
不分勝負,but5 fun1 sin4 fu4
叉車,ca1 ca1
切成絲,ciet6 sin2 su1
錯落有致,cok5 lok6 yiu1 zi4
從實招來,cung2 sit6 zau1 loi2
打齊,da3 ce2
地靈人傑,ti4 lin2 ngin2 kiet6
解饞,gai3 cam2
核聚變,het6 ci4 bien4
好抽,hau3 ciu1
用餐時間,yung4 con1 si2 gan4
決選名單,giet5 sien3 min2 dan1
孖指,ma1 zi3
安分,on1 fun4
三不五時,sam1 but5 ng3 si2
散手,san3 siu3
神經失常,sin2 gin1 sit5 song2
收驚,siu1 giang1
食物纖維,sit6 vut6 siam1 vui2
永久和平,yun1 giu3 fo2 pin2
差一皮,ca1 yit5 pi2
從頭做起,cung2 tiu2 zo4 hi3
淡菜,tam4 coi4
對仗,dui4 cong4
俯卧撐,fu3 ngo4 cang1
工筆畫,gung1 bit5 fa4
三陪小姐,sam1 pui2 siau3 zia3
三廂,sam1 siong1
瑞士軍刀,sui4 su4 giun1 dau1
時間線,si2 gan1 sien4
太平公主,tai4 pin2 gung1 zu3
陶冶,tau2 ya3
通俗小説,tung1 siuk6 siau3 sot5
執齊,zip5 ce2
墊腳,tiap6 giok5
轉數錶,zon4 su4 biau1
七日鮮,cit5 ngit5 sien1
大陸仔,tai4 luk6 zai3
繁榮昌盛,fan2 yin2 cong1 sang4
火中取栗,fo3 zung1 ci3 lit6
解剖室,gai3 piu3 sit5
古道熱腸,gu3 tau4 ngiet6 cong2
故地重遊,gu4 ti4 cung2 yiu2
呱呱嘈,va1 va1 cau2
候補名單,hiu4 bu3 min2 dan1
人傑地靈,ngin2 kiet6 ti4 lin2
約會對象,yok5 fui4 dui4 siong4
黎明時分,lai2 min2 si2 fun4
三跪九叩,sam1 kui3 giu3 kiu4
碩士班,sak6 su4 ban1
色胺酸,set5 on1 son1
太上老君,tai4 song4 lau3 giun1
天打雷劈,tien1 da3 lui2 piak5
鑊仔,vok6 zai3
不三不四,but5 sam1 but5 si4
博士班,bok5 su4 ban1
炒孖展,cau3 ma1 zien3
隨緣樂助,cui2 yen2 lok6 co4
朝貢,cau2 gung4
反射光,fan3 sa4 gong1
假仁假義,ga3 yin2 ga3 ngi4
河豚毒素,ho2 tun2 tuk6 su4
軟木塞,ngion1 muk5 set5
旅行支票,li3 hang2 zi1 piau4
落仔,lok6 zai3
勞委會,lau2 vui1 fui4
乜歌,mak5 go1
未成年者,vui4 sin2 ngien2 za3
三手煙,sam1 siu3 yen1
水瓜打狗,sui3 ga1 da3 giu3
斯文淡定,su1 vun2 tam4 tin4
上等貨,song4 den3 fo4
崇山峻嶺,cung2 san1 zun4 liang3
唐話,tong2 va4
陶笛,tau2 tak6
同業公會,tung2 ngiap6 gung1 fui4
為時未晚,vui2 si2 vui4 man1
將功贖罪,ziong1 gung1 suk6 cui4
爆陰毒,bau4 yim1 tuk6
車大炮,ca1 tai4 pau4
大客車,tai4 hak5 ca1
飛躍道,fui1 yok5 tau4
富有柿,fu4 yiu1 se2
更練,gang1 lien4
驚喜交集,gin1 hi3 gau1 sip6
散水餅,san4 sui3 biang3
神經膠質,sin2 gin1 gau1 zit5
收買人命,siu1 mai1 ngin2 miang4
追更,zui1 gang1
白食,pak6 sit6
俏皮話,ciau4 pi2 va4
重查,cung2 ca2
打錯電話,da3 co4 tien4 va4
打九九九,da3 giu3 giu3 giu3
打政府工,da3 zin4 fu3 gung1
打住家工,da3 cu4 ga1 gung1
倒夜香,dau3 ya3 hiong1
粉仔,fun3 zai3
蜂毒,fung1 tuk6
監察院長,gam1 cat5 yen4 zong3
舊好,kiu4 hau3
公共電話,gung1 kiung4 tien4 va4
荷載,ho4 zoi4
異食癖,yi4 sit6 pit5
二仔底,ngi4 zai3 dai3
英雄好漢,yin1 hiung2 hau3 hon4
三角巾,sam1 gok5 gin1
晨褸,sin2 liu1
和平談判,fo2 pin2 tam2 pan4
逼良為娼,bit5 liong2 vui2 cong1
廢寢忘食,fui4 cim3 mong2 sit6
革命委員,gak5 min4 vui1 yen2
虛應故事,hi1 yin4 gu4 su4
印度斯坦,yin4 tu4 su1 tan3
凝血因子,ngien2 hiet5 yin1 zu3
閲讀時間,yet6 tuk6 si2 gan4
碰倒,pang4 dau3
三生有幸,sam1 sang1 yiu1 hen4
西紅柿,si1 fung2 se2
室樂,sit5 ngok6
修齊,siu1 ce2
維護和平,vui2 fu4 fo2 pin2
正花,zang4 fa1
終生伴侶,zung1 sang1 pan4 li1
辭行,cu2 hang2
切合需要,ciet6 hap6 si1 yau4
長相思,cong2 siong1 su1
傳為佳話,con2 vui2 ga1 va4
打定主意,da3 tin4 zu3 yi4
打更,da3 gang1
番鬼佬,fan1 gui3 lau3
假慈悲,ga3 cu2 bui1
急需解決,gip5 si1 gai3 giet5
見機行事,gien4 gi1 hang2 su4
龜仔,gui1 zai3
人靚聲甜,ngin2 liang4 sang1 tiam2
猶太會堂,yiu2 tai4 fui4 tong2
強忍悲痛,kiong3 ngiun1 bui1 tung4
兩面派,liong1 mien4 pai4
兩造,liong1 cau4
民主監督,min2 zu3 gam1 duk5
無從談起,vu2 cung2 tam2 hi3
無以為報,vu2 yi1 vui2 bau4
男中音,lam2 zung1 yim1
三牲,sam1 sang1
授命,siu3 min4
豉油撈飯,si4 yiu2 lau1 fan4
朝露,zau1 lu4
種蛋,zung3 tan4
重色輕友,cung4 set5 kiang1 yiu1
敗興而歸,pai4 hin4 yi2 gui1
侵食,cim1 sit6
七分之一,cit5 fun4 zu1 yit5
長牙,cong2 nga2
打鼾,da3 hon2
的士錢,dit5 si3 cien2
反人道罪,fan3 ngin2 tau4 cui4
佳偶天成,ga1 ngiu3 tien1 sin2
哭喪着臉,kuk5 song1 cok6 liam3
移風易俗,yi2 fung1 yi4 siuk6
移風易俗,yi2 fung1 yit6 siuk6
留種,liu2 zung3
靚抽,liang4 ciu1
撈亂骨頭,lau1 lon4 gut5 tiu2
文人相輕,vun2 ngin2 siong1 kiang1
五馬分屍,ng3 ma1 fun1 si1
平聲,pin2 sang1
十三太保,sip6 sam1 tai4 bau3
水磨石,sui3 mo4 sak6
率兵,sut5 bin1
食色,sit6 set5
黃金分割,vong2 gim1 fun1 got5
鐫刻,zien1 ket5
拗不過,au4 but5 go4
不打自招,but5 da3 cu4 zau1
邊際成本,bien1 zi4 sin2 bun3
儲備量,su2 pi4 liong4
打打鬧鬧,da3 da3 lau4 lau4
倒裝句,dau3 zong1 gi4
倒及牙,dau4 kip6 nga2
驚起,gin1 hi3
黑色金屬,het5 set5 gim1 suk6
好奸,hau3 gan1
疑難雜症,ngi2 lan2 cap6 zin4
應付裕如,yin4 fu4 yi4 yi2
遠渡重洋,yen3 tu4 cung2 yong2
樂觀主義,lok6 gon1 zu3 ngi4
咪書,mai4 su1
毛絨玩具,mau1 yung2 ngan4 ki3
五雷轟頂,ng3 lui2 gen1 dang3
三足鼎立,sam1 zuk5 din3 lip6
遮仔會,za1 zai3 fui4
正骨,zin4 gut5
助成,co4 sin2
中局,zung1 kiuk6
傳家之寶,con2 ga1 zu1 bau3
打混,da3 fun3
彈射器,tan2 sa4 hi4
倒轉頭,dau4 zon4 tiu2
讀死書,tuk6 si3 su1
發泡,fat5 pau1
錦衣夜行,gim3 yi1 ya3 hang2
禁演,gim4 yen1
近住,kiun4 cu4
呷乾醋,hap5 gon1 cu4
衣食父母,yi1 sit6 fu4 mu3
拼車,pin4 ca1
相差不多,siong1 ca1 but5 do1
宿命論,siuk5 min4 lun4
陶瓷器,tau2 cu2 hi4
正式投票,zin4 sit5 tiu2 piau4
中心人物,zung1 sim1 ngin2 vut6
總監督,zung3 gam1 duk5
轉插,zon4 cap5
巡更,sun2 gang1
坐月子,co1 ngiet6 zu3
讀書機,tuk6 su1 gi1
冬運會,dung1 yun4 fui4
逢場作興,fung2 cong2 zok5 hin4
急中生智,gip5 zung1 sang1 zi4
姑爺仔,gu1 ya2 zai3
軍火交易,giun1 fo3 gau1 yit6
一闊三大,yit5 fat5 sam1 tai4
義會,ngi4 fui4
嫌惡,hiam2 vu4
卡死,ka1 si3
兩黨制,liong1 dong3 zi4
磨礪,mo2 li4
眼仔碌碌,ngan3 zai3 luk5 luk5
十四行詩,sip6 si4 hong2 si1
睡眠失調,soi4 min2 sit5 tiau2
食西北風,sit6 si1 bet5 fung1
少陣,sau3 cin4
蘇打粉,su1 da3 fun3
污糟貓,vu1 zau1 miau4
前三甲,cien2 sam1 gap5
電荷,tien4 ho4
火上澆油,fo3 song4 hiau1 yiu2
敷衍塞責,fu1 yen3 set5 zit5
光芒萬丈,gong1 mong2 man4 cong4
吃軟飯,ket5 ngion1 fan4
嫌命長,hiam2 miang4 cong2
應用層,yin4 yung4 cen2
勞碌命,lau2 luk5 miang4
萬分感激,man4 fun1 gam3 git5
凹凸有致,ngiap5 tut6 yiu1 zi4
偷腥,tiu1 siang1
彎度,van1 tu4
運鈔車,yun4 cau1 ca1
志大才疏,zi4 tai4 coi2 so1
輾平,zien3 pin2
正當防衞,zin4 dong4 fong2 vui4
種姓,zung3 siang4
車衫,ca1 sam1
處理下,cu3 li1 ha4
傳感,con2 gam3
顛倒過來,dien1 dau3 go4 loi2
經典案例,gin1 dien3 on4 li4
學業有成,hok6 ngiap6 yiu1 sin2
好景不長,hau3 gin3 but5 cong2
腰酸背痛,yau1 son1 boi4 tung4
裏便,li1 pien4
婆仔鞋,po2 zai3 hai2
新聞報吿,sin1 vun2 bau4 gau4
蛇果,sa2 go3
正書,zin4 su1
鑽窿,zon4 lung1
轉堂,zon4 tong2
包被,bau1 pi1
餐卡,con1 ka1
馳名中外,ci2 min2 zung1 ngoi4
長臂猿,cong2 bi4 yen2
番茄紅素,fan1 kio2 fung2 su4
風乾機,fung1 gon1 gi1
克敵制勝,ket5 tit6 zi4 sin4
吃不上,ket5 but5 song4
輕小説,kiang1 siau3 sot5
學會院士,hok6 fui4 yen4 su4
老喇,lau3 la2
三從四德,sam1 cung2 si4 det5
神經管,sin2 gin1 gon3
手指拗出,siu3 zi3 au3 cut5
踢入會,tiak5 ngip6 fui4
助人為樂,co4 ngin2 vui2 lok6
長尾巴,zong3 mui1 ba1
暗物質,am4 vut6 zit5
芭樂,ba1 lok6
不成體統,but5 sin2 ti3 tung3
不中不西,but5 zung1 but5 si1
襯墊,cin4 tiap6
酬載,ciu2 zoi4
擔擔麪,dam4 dam4 mien4
富商巨賈,fu4 song1 ki1 gu3
副相,fu4 siong4
好鬼死,hau3 gui3 si3
好聲好氣,hau3 sang1 hau3 hi4
窮於應付,kiung2 yi1 yin4 fu4
忤逆仔,ng3 ngiak6 zai3
顏射,ngan2 sa4
腥氣,siang1 hi4
鮮乳,sien1 yui3
疏堂,so1 tong2
墊屍底,tiap6 si1 dai3
白名單,pak6 min2 dan1
背地裏,boi4 ti4 li1
朝氣蓬勃,cau2 hi4 pung2 put6
逗樂,tiu4 lok6
頂戴,din3 dai4
幾夠,gi3 giu4
顧命,gu4 miang4
觀火,gon1 fo3
好好醜醜,hau3 hau3 ciu3 ciu3
厭惡感,yam4 vu4 gam3
命中註定,min4 zung1 zu4 tin4
平均速度,pin2 giun1 suk5 tu4
社會大學,sa1 fui4 tai4 hok6
食蟻獸,sit6 li1 ciu4
食屎狗,sit6 si3 giu3
上合組織,song4 hap6 zu3 zit5
喪家之犬,song4 ga1 zu1 kien3
喪盡,song4 cin4
仗火,zong4 fo3
做齣好戲,zo4 cut5 hau3 hi4
不可勝數,but5 ko3 sin1 su4
被和諧,pi4 fo2 hai2
報更,bau4 gang1
背黑鍋,boi4 het5 vo1
參禪,cam1 sam2
唱名,cong4 min2
儲藏量,su2 cong2 liong4
搞三搞四,gau3 sam1 gau3 si4
禁品,gim4 pin3
薑啤,giong1 bia1
乾貝,gon1 bui4
名賢,min2 hien2
明升暗降,min2 sin1 am4 gong4
惡念,ok5 ngiam4
拍紙簿,pok5 zi3 pu1
平房區,pin2 fong2 ki1
蘋果核,pin2 go3 fut6
平卧,pin2 ngo4
三峽水庫,sam1 hiap6 sui3 ku4
腎小球,sin4 siau3 kiu2
肆意妄為,si4 yi4 mong3 vui2
勝利球迷,sin4 li4 kiu2 mi2
蕭乾,siau1 kien2
仗義疏財,cong4 ngi4 so1 coi2
白痴仔,pak6 ci1 zai3
背脊骨落,boi4 zit5 gut5 lok6
車房仔,ca1 fong2 zai3
都好聽,du1 hau3 tang4
經幡,gin1 fan1
估歌仔,gu3 go1 zai3
國家興亡,get5 ga1 hin1 mong2
吃大虧,ket5 tai4 kui1
輕重緩急,kiang1 cung1 fon4 gip5
海鮮卷,hoi3 sien1 gien3
好嫩,hau3 lun4
油腔滑調,yiu2 kiong1 vat6 tiau4
啦嘛,la1 ma1
難友,lan4 yiu1
銀行擔保,ngiun2 hong2 dam1 bau3
便宜點,pien2 li2 diam3
漂洗,piau4 se3
散檔,san4 dong4
衰仔紙,soi1 zai3 zi3
水平面,sui3 pin2 mien4
盛譽,sang4 yi4
和安里,fo2 on1 li1
緩急輕重,fon4 gip5 kiang1 cung1
執仔,zip5 zai3
酒凹,ziu3 ngiap5
聚沙成塔,ci4 sa1 sin2 tap5
中板,zung1 ban3
中心內容,zung1 sim1 lui4 yung2
比畫,bi3 vak6
打種,da3 zung3
大頸泡,tai4 giang3 pau1
搭上搭,dap5 song4 dap5
改下,goi3 ha4
乾癟,gon1 piet6
高嶺土,gau1 liang3 tu3
核裂變,het6 liet6 bien4
喜聞樂見,hi3 vun2 lok6 gien4
好燦爛,hau3 can3 lan4
外來物種,ngoi4 loi2 vut6 zung3
鋪底,pu4 dai3
三角肌,sam1 gok5 gi1
食撻,sit6 dat5
上級領導,song4 kip5 liang1 tau3
斷句,ton1 gi4
畫地為牢,vak6 ti4 vui2 lau2
玩遍,ngan2 bien4
直通火車,cit6 tung1 fo3 ca1
災情慘重,zai1 cin2 cam3 cung4
參考消息,cam1 kau3 siau1 sit5
似水年華,su4 sui3 ngien2 fa2
打魚蛋,da3 ng2 tan4
大士王,tai4 su4 vong2
地面温度,ti4 mien4 vun1 tu4
頂住檔,din3 cu4 dong4
課外讀物,ko4 ngoi4 tuk6 vut6
經濟落後,gin1 zi4 lok6 hiu4
顧客至上,gu4 hak5 zi4 song4
燕尾蝶,yen4 mui1 tiap6
林柿,lim2 se2
落腳處,lok6 giok5 cu4
難辦,lan2 pan4
奀仔,ngan1 zai3
惡貫滿盈,ok5 gon4 man1 yin2
三色堇,sam1 set5 giun3
收假,siu1 ga4
鮮奶油,sien1 lai1 yiu2
燒茄子,sau1 kio2 zu3
挑燈夜讀,tiau1 den1 ya3 tuk6
違和,vui2 fo2
和平條約,fo2 pin2 tiau2 yok5
直呼其名,cit6 fu1 ki2 min2
轉譯,zon3 yit6
白吃白喝,pak6 ket5 pak6 hot5
插翼難飛,cap5 yit6 lan2 fui1
春宮畫,cun1 giung1 fa4
情分,cin2 fun4
儲電量,su2 tien4 liong4
打炮,da3 pau4
恢復名譽,foi1 fuk6 min2 yi4
家鄉話,ga1 hiong1 va4
降落地點,gong4 lok6 ti4 diam3
共和政體,kiung4 fo2 zin4 ti3
掛好,ga4 hau3
行公司,hang2 gung1 su1
後會無期,hiu4 fui4 vu2 ki2
好大雨,hau3 tai4 yi3
印度薄餅,yin4 tu4 pok6 biang3
有牌爛仔,yiu1 pai2 lan4 zai3
要件,yau4 kien4
語音合成,ngi1 yim1 hap6 sin2
例行工作,li4 hang2 gung1 zok5
靈犀,lin2 si1
老少平安,lau3 sau4 pin2 on1
老相好,lau3 siong1 hau3
麪包車,mien4 bau1 ca1
牙冠,nga2 gon1
普度,pu1 tu4
三十六計,sam1 sip6 luk5 ge4
深痛惡絕,cim1 tung4 vu4 ciet6
聽之任之,tin4 zu1 ngim4 zu1
畫匠,fa4 siong4
畫圓,vak6 yen2
績分,ziak5 fun1
逼車,bit5 ca1
便盆,pien4 pun2
差使,cai1 su3
賊過興兵,cet6 go4 hin1 bin1
陳腎,cin2 kin1
擔幡買水,dam1 fan1 mai1 sui3
膽正命平,dam3 zang4 miang4 piang2
分而治之,fun1 yi2 ci4 zu1
飛轉,fui1 zon4
幾生修到,gi3 sang1 siu1 dau4
涓滴,gien1 tit6
嚇一驚,hak5 yit5 giang1
印刷量,yin4 sot5 liong4
一路平安,yit5 lu4 pin2 on1
一體兩面,yit5 ti3 liong1 mien4
日暈,ngit5 yun4
業餘愛好,ngiap6 yi2 oi4 hau4
厲行節約,li4 hang2 ziet5 yok5
嶺南畫派,liang3 lam2 fa4 pai4
三角債,sam1 gok5 zai4
相生相剋,siong1 sang1 siong1 ket5
掃黃打非,sau4 vong2 da3 fui1
台山話,toi2 san1 va4
震過貓王,zin3 go4 miau4 vong2
質量管理,zit5 liong4 gon3 li1
縐褶,ziu4 zap5
不吭一聲,but5 hong2 yit5 sang1
差誤,ca1 ngu4
黐孖筋,ci1 ma1 gin1
單刀橫傳,dan1 dau1 vang2 con2
飛沫傳染,fui1 mat6 con2 ngiam4
好逸惡勞,hau4 yit6 vu4 lau2
勇為,yung3 vui2
落降,lok6 gong4
亂打亂撞,lon4 da3 lon4 cong4
危重病人,ngui2 cung4 piang4 ngin2
庖丁解牛,pau2 den1 gai3 ngiu2
三味線,sam1 mui4 sien4
三農問題,sam1 lung2 mun4 ti2
實況轉播,sit6 kong3 zon3 bo4
商業應用,song1 ngiap6 yin4 yung4
停車位置,tin2 ca1 vui4 zi4
圖畫書,tu2 fa4 su1
畫餅充飢,vak6 biang3 cung1 gi1
佔為己有,zam4 vui2 gi3 yiu1
張治中,zong1 ci4 zung1
產道,san3 tau4
坐無影凳,co1 vu2 yang3 den4
解纜,gai3 lam4
校閲,gau3 yet6
行使職權,hang2 su3 zit5 kien2
吃得消,ket5 det5 siau1
吃喝嫖賭,ket5 hot5 piau2 du3
好到極,hau3 dau4 kit6
豪華型,hau2 fa2 hin2
印度神油,yin4 tu4 sin2 yiu2
一聲不吭,yit5 sang1 but5 hang1
現磨,hien4 mo2
應機,yin4 gi1
如喪考妣,yi2 song4 kau3 bi3
屢禁不絕,li1 gim4 but5 ciet6
濾泡,li4 pau1
另行安排,lang4 hang2 on1 pai2
民間習俗,min2 gan1 sip6 siuk6
勉勉強強,men1 men1 kiong3 kiong3
勾三搭四,giu1 sam1 dap5 si4
岳丈,ngok6 cong4
惱恨,lau3 hen4
神道,sin2 tau4
成為泡影,sin2 vui2 pau1 yang3
所屬單位,so3 suk6 dan1 vui4
天花病毒,tien1 fa1 piang4 tuk6
挑食,tiau1 sit6
圍頭話,vui2 tiu2 va4
朝行晚拆,zau1 hang2 man1 cak5
巴士飛,ba1 si3 fui1
悲觀主義,bui1 gon1 zu3 ngi4
處理包,cu3 li1 bau1
打冷顫,da3 lang1 zien1
打胎,da3 toi1
非金屬,fui1 gim1 suk6
假聲,ga3 sang1
間接選舉,gan4 ziap5 sien3 gi3
血肉相連,hiet5 ngiuk5 siong1 lien2
人體解剖,ngin2 ti3 gai3 piu3
耳提面命,ngi3 ti2 mien4 min4
餘毒,yi2 tuk6
良種,liong2 zung3
馬到成功,ma1 dau4 sin2 gung1
物質文明,vut6 zit5 vun2 min2
瓦仔,nga3 zai3
三六九,sam1 luk5 giu3
三天兩頭,sam1 tien1 liong1 tiu2
深省,cim1 sin3
順當,sun4 dong4
食瓜,sit6 ga1
少雲,sau3 yun2
相貌堂堂,siong4 mau4 tong2 tong2
上輩子,song4 bui4 zu3
華陀,fa2 to2
竹升仔,zuk5 sin1 zai3
鑽木取火,zon4 muk5 ci3 fo3
車蓋,ca1 goi4
坐移民監,co1 yi2 min2 gam1
從嚴處理,cung2 ngiam2 cu3 li1
傳輸線,con2 su1 sien4
打乞嗤,da3 ket5 ci1
頂格,din3 gak5
多少有些,do1 sau3 yiu1 sia1
道台,tau4 toi2
昏頭轉向,fun1 tiu2 zon3 hiong4
非命,fui1 min4
服務質量,fuk6 vu4 zit5 liong4
伽瑪射線,ga1 ma1 sa4 sien4
解決爭端,gai3 giet5 zang1 don1
禁止外出,gim4 zi3 ngoi4 cut5
改簿,goi3 pu1
估估下,gu3 gu3 ha4
有幾貴,yiu1 gi3 gui4
耳鬢廝磨,ngi3 bin4 su1 mo2
連名帶姓,lien2 min2 dai4 siang4
無所不為,vu2 so3 but5 vui2
平淡無奇,pin2 tam4 vu2 ki2
三國誌,sam1 get5 zi4
少林拳,sau4 lim2 kien2
上上之策,song4 song4 zu1 cak5
兔仔牙,tu4 zai3 nga2
擇使,cak6 su3
駿和,zun4 fo2
正藍旗,zin4 lam2 ki2
朝朝暮暮,zau1 zau1 mu4 mu4
長幼有序,zong3 yiu4 yiu1 si4
跛手,bai1 siu3
並行不悖,bin4 hang2 but5 poi4
捶打,cui2 da3
坐不住,co1 but5 cu4
長濱,cong2 bin1
長足進步,cong2 zuk5 zin4 pu4
才華出眾,coi2 fa2 cut5 zung4
大腳解圍,tai4 giok5 gai3 vui2
分頁,fun1 yap6
斤兩,gin1 liong3
乾電池,gon1 tien4 ci2
國奧會,get5 au4 fui4
酷刑折磨,kuk6 hin2 ziet5 mo2
雄貓,hiung2 miau4
有分數,yiu1 fun1 su4
月球車,ngiet6 kiu2 ca1
撈汁,lau1 zip5
名揚四海,min2 yong2 si4 hoi3
年度大會,ngien2 tu4 tai4 fui4
被頭,pi1 tiu2
省心,sen3 sim1
沈國放,sim3 get5 fong4
捨近求遠,sa3 kiun4 kiu2 yen3
水滾茶靚,sui3 gun3 ca2 liang4
聲名遠播,sang1 min2 yen3 bo4
貪威識食,tam1 vui1 sit5 sit6
體重計,ti3 cung1 ge4
集合名詞,sip6 hap6 min2 cu2
招降,zau1 hong2
裝備齊全,zong1 pi4 ce2 cien2
轉眼之間,zon3 ngan3 zu1 gan1
飽學之士,bau3 hok6 zu1 su4
啤機,bia1 gi1
踩錯腳,cai3 co4 giok5
摻假,cam1 ga3
粗着,cu1 zok5
打跛腳,da3 bai1 giok5
打草,da3 cau3
搭公車,dap5 gung1 ca1
典解,dien3 gai3
分錄,fun1 luk6
加茲尼省,ga1 zu1 li2 sen3
解説員,gai3 sot5 yen2
乾電,gon1 tien4
預校錄影,yi4 gau3 luk6 yang3
茄瓜,kio2 ga1
甩車,lot5 ca1
量體重,liong2 ti3 cung1
問題少年,mun4 ti2 sau4 ngien2
名垂青史,min2 sui2 ciang1 si3
摩頂,mo2 dang3
