char,pron
外耳道,wui6 yi1 däu6
生物能,säng1 mäk6 näng4
水上人家,söi2 söng6 yäng4 ga1
成眠,säng4 ming4
圍讀,wäi4 duk6
爭番啖氣,zæng1 fæng1 dam6 hi1
爭風吃醋,zäng1 fung1 hek2 cu1
大掣,dai6 zäi1
傀儡政府,fai1 löi1 zäng1 fu2
撿便宜,gim2 ping4 yi4
郵車,yäu4 ce1
有幾可,yäu1 gi2 ho2
西洋參,säi1 yöng4 säm1
社會正義,se1 wui6 zäng1 yi6
小數點,siu2 su1 dim2
喪叫,song1 giu1
環保鬥士,wæng4 bäu2 däu1 si6
自食惡果,zi6 säk6 ok2 gwo2
將種,zöng1 zung2
把幾火,ba2 gi2 fo2
飽讀詩書,bau2 duk6 si1 sü1
查經,ca4 gäng1
鏟雪車,cæng2 sük2 ce1
大咪,dai6 mäi1
道袍,däu6 päu4
獨到之處,duk6 däu1 zi1 cü1
番號,fæng1 häu6
番攤,fæng1 tæng1
公數,gung1 su1
汽車渡輪,hi1 ce1 du6 läng4
人間喜劇,yäng4 gæng1 hi2 kek6
務使,mu6 si2
新華日報,säng1 wa4 yäk6 bäu1
士卒,si6 zäk2
喪服,song1 fuk6
調味劑,tiu4 mi6 zäi1
卒仔,zäk2 zäi2
中上階層,zung1 söng6 gai1 cäng4
轉捩,züng2 lik6
包生仔,bau1 sæng1 zäi2
標參,biu1 säm1
傳染源,cüng4 yim1 yüng4
打手指模,da2 säu2 zi2 mu4
特雷莎,däk6 löi4 sa1
分母,fäng6 mu1
坊間傳言,fong1 gæng1 cüng4 ying4
假正經,ga2 zäng1 gäng1
限時限刻,hæng6 si4 hæng6 häk2
核力,häk6 läk6
好盞,häu2 zæng2
列車員,lik6 ce1 yüng4
民主生活,mäng4 zü2 säng1 wuk6
磨刀石,mo4 däu1 sek6
片石,ping2 sek6
實驗學校,säk6 yim6 hok6 hau6
屎片,si2 ping2
乘數表,säng4 su1 biu2
商住兩用,söng1 zü6 löng1 yung6
互為因果,wu6 wäi4 yäng1 gwo2
執拗,zäp2 au1
不惜一戰,bäk2 säk2 yäk2 zing1
青紅皂白,cäng1 hung4 zäu6 bæk6
菜甫,cöi1 pu2
讀屎片,duk6 si2 ping2
狗仔式,gäu2 zäi2 säk2
好人難做,häu2 yäng4 næng4 zu6
月餅會,ngük6 beng2 wui6
兩截色,löng1 zik6 säk2
量力,löng6 läk6
老幾,läu1 gi2
老成持重,läu1 säng4 ci4 zung6
話頭醒尾,wa6 täu4 säng2 mi1
走青,zäu2 ceng1
左下方,zo2 ha6 fong1
再造業,zöi1 zäu6 yip6
不分勝負,bäk2 fäng1 säng1 fu6
叉車,ca1 ce1
切成絲,cik2 säng4 si1
錯落有致,cok2 lok6 yäu1 zi1
從實招來,cung4 säk6 ziu1 löi4
打齊,da2 cäi4
解饞,gai2 cam4
核聚變,häk6 zü6 bing1
好抽,häu2 cäu1
用餐時間,yung6 cäng1 si4 gæng1
孖指,ma1 zi2
武裝鬥爭,mu1 zong1 däu1 zäng1
安分,wung1 fäng6
散手,sæng2 säu2
神經失常,säng4 gäng1 säk2 söng4
食物纖維,säk6 mäk6 cim1 wäi4
永久和平,wäng1 gäu2 wo4 päng4
差一皮,ca1 yäk2 pi4
從頭做起,cung4 täu4 zu6 hi2
淡菜,dam6 cöi1
對仗,döi1 zöng6
工筆畫,gung1 bäk2 wa6
名滿天下,mäng4 mung1 ting1 ha6
皮下注射,pi4 ha6 zü1 se6
瑞士軍刀,söi6 si6 gwäng1 däu1
時間線,si4 gæng1 sing1
上朝,söng1 ciu4
説來話長,sük2 löi4 wa6 cöng4
太平公主,tai1 päng4 gung1 zü2
陶冶,täu4 ye1
通俗小説,tung1 zuk6 siu2 sük2
執齊,zäp2 cäi4
墊腳,zing1 gök2
中央空調,zung1 yöng1 hung1 tiu4
轉數錶,züng1 su1 biu1
大陸仔,dai6 luk6 zäi2
釘書釘,däng1 sü1 däng1
繁榮昌盛,fæng4 wäng4 cöng1 säng6
夫妻肺片,fu1 cäi1 fäi1 ping2
負片,fu6 ping2
解剖室,gai2 fäu2 säk2
古道熱腸,gwu2 däu6 ngik6 cöng4
故地重遊,gwu1 di6 cung4 yäu4
呱呱嘈,gwa1 gwa1 cäu4
下裝,ha6 zong1
約會對象,yök2 wui6 döi1 zöng6
黎明時分,läi4 mäng4 si4 fäng6
碩士班,sek6 si6 bæng1
色胺酸,säk2 wung1 süng1
太上老君,tai1 söng6 läu1 gwäng1
天打雷劈,ting1 da2 löi4 pek2
鑊仔,wok6 zäi2
拗口,au2 häu2
博士班,bok2 si6 bæng1
炒孖展,cau2 ma1 zing2
隨緣樂助,cöi4 yüng4 lok6 zo6
朝貢,ciu4 gung1
反射光,fæng2 se6 gwong1
假仁假義,ga2 yäng4 ga2 yi6
估領袖,gwu2 läng1 zäu6
行人徑,häng4 yäng4 gäng1
河豚毒素,ho4 tüng4 duk6 su1
軟木塞,yüng1 muk6 säk2
旅行支票,lü1 häng4 zi1 piu1
落仔,lok6 zäi2
勞委會,läu4 wäi2 wui6
乜歌,mäk2 go1
未成年者,mi6 säng4 ning4 ze2
拿頂,na4 deng2
水瓜打狗,söi2 gwa1 da2 gäu2
斯文淡定,si1 mäng4 dam6 däng6
上等貨,söng6 däng2 fo1
崇山峻嶺,sung4 sæng1 zäng1 läng1
陶笛,täu4 dek6
同業公會,tung4 yip6 gung1 wui6
為時未晚,wäi4 si4 mi6 mæng1
自下而上,zi6 ha6 yi4 söng6
爆陰毒,bau1 yäm1 duk6
車大炮,ce1 dai6 pau1
清數,cäng1 su1
大客車,dai6 hæk2 ce1
飛躍道,fi1 yök2 däu6
更練,gæng1 ling6
散水餅,sæng1 söi2 beng2
神經膠質,säng4 gäng1 gau1 zäk2
小兩口,siu2 löng1 häu2
貼仔,tip2 zäi2
衞生設備,wäi6 säng1 cik2 bi6
追更,zöi1 gæng1
白食,bæk6 säk6
出口成文,cäk2 häu2 säng4 mäng4
重查,cung4 ca4
打錯電話,da2 co1 ding6 wa6
打九九九,da2 gäu2 gäu2 gäu2
打政府工,da2 zäng1 fu2 gung1
打住家工,da2 zü6 ga1 gung1
倒夜香,däu2 ye6 höng1
粉仔,fäng2 zäi2
蜂毒,fung1 duk6
監察院長,gam1 cæk2 yüng6 zöng2
舊好,gäu6 häu2
荷載,ho6 zöi1
異食癖,yi6 säk6 päk2
二仔底,yi6 zäi2 däi2
英雄好漢,yäng1 hung4 häu2 fung1
完好無損,yüng4 häu2 mu4 süng2
連片,ling4 ping1
妙筆生花,miu6 bäk2 säng1 fa1
生膠,sæng1 gau1
和平談判,wo4 päng4 tam4 pung1
逼良為娼,bäk2 löng4 wäi4 cöng1
廢寢忘食,fäi1 cäm2 mong4 säk6
開公數,fui1 gung1 su1
印度斯坦,yäng1 du6 si1 tæng2
凝血因子,yäng4 hük2 yäng1 zi2
閲讀時間,yük6 duk6 si4 gæng1
片過,ping2 gwo1
碰倒,pung1 däu2
三生有幸,sam1 säng1 yäu1 häng6
室樂,säk2 ngok6
修齊,säu1 cäi4
為勢所逼,wäi4 säi1 so2 bäk2
維護和平,wäi4 wu6 wo4 päng4
渾身上下,wäng4 säng1 söng6 ha6
終生伴侶,zung1 säng1 bung6 lü1
辭行,ci4 häng4
切合需要,cik2 häp6 sü1 yiu1
長相思,cöng4 söng1 si1
傳為佳話,cüng4 wäi4 gai1 wa6
打定主意,da2 däng6 zü2 yi1
打更,da2 gæng1
番鬼佬,fæng1 gwäi2 läu2
假慈悲,ga2 ci4 bi1
急需解決,gäp2 sü1 gai2 kük2
見機行事,ging1 gi1 häng4 si6
龜仔,gwäi1 zäi2
人靚聲甜,yäng4 leng1 säng1 tim4
一番苦心,yäk2 fæng1 fu2 säm1
猶太會堂,yäu4 tai1 wui6 tong4
強忍悲痛,köng1 yäng1 bi1 tung1
兩面派,löng1 ming6 pai1
兩造,löng1 zäu6
無從談起,mu4 cung4 tam4 hi2
無以為報,mu4 yi1 wäi4 bäu1
豉油撈飯,si6 yäu4 läu1 fæng6
朝露,ziu1 lu6
造林,zäu6 läm4
種蛋,zung2 dæng6
重色輕友,zung6 säk2 häng1 yäu1
侵食,cäm1 säk6
七分之一,cäk2 fäng6 zi1 yäk2
長牙,cöng4 nga4
打鼾,da2 fung4
的士錢,däk2 si2 cing4
反人道罪,fæng2 yäng4 däu6 zöi6
佳偶天成,gai1 ngäu1 ting1 säng4
梗概,gäng2 kwui1
汗如雨下,fung6 yü4 yü1 ha6
哭喪着臉,huk2 song1 zök6 lim1
一哄而上,yäk2 hung1 yi4 söng1
移風易俗,yi4 fung1 yi6 zuk6
移風易俗,yi4 fung1 yäk6 zuk6
留種,läu4 zung2
靚抽,leng1 cäu1
撈亂骨頭,läu1 lüng6 gwäk2 täu4
五馬分屍,ng1 ma1 fäng1 si1
平聲,päng4 säng1
生定,sæng1 däng6
生積,sæng1 zäk2
水磨石,söi2 mo6 sek6
率兵,säk2 bäng1
食色,säk6 säk2
黃金分割,wong4 gäm1 fäng1 gwuk2
坐像,zo6 zöng6
鐫刻,cüng4 häk2
拗不過,au1 bäk2 gwo1
不打自招,bäk2 da2 zi6 ziu1
邊際成本,bing1 zäi1 säng4 bung2
儲備量,cü1 bi6 löng6
打打鬧鬧,da2 da2 nau6 nau6
倒裝句,däu2 zong1 gü1
倒及牙,däu1 käp6 nga4
解放運動,gai2 fong1 wäng6 dung6
黑色金屬,häk2 säk2 gäm1 suk6
好奸,häu2 gæng1
疑難雜症,yi4 næng4 zap6 zäng1
現在分詞,ying6 zöi6 fäng1 ci4
遠渡重洋,yüng1 du6 cung4 yöng4
樂觀主義,lok6 gwung1 zü2 yi6
咪書,mäi1 sü1
毛絨玩具,mäu4 yung4 wung6 gü6
五雷轟頂,ng1 löi4 gwäng1 deng2
數理化,su1 li1 fa1
送貨上門,sung1 fo1 söng1 mung4
話卡,wa6 kæk2
遮仔會,ze1 zäi2 wui6
助成,zo6 säng4
便利性,bing6 li6 säng1
青茶,ceng1 ca4
傳家之寶,cüng4 ga1 zi1 bäu2
打混,da2 wäng6
彈射器,dæng6 se6 hi1
倒轉頭,däu1 züng1 täu4
讀死書,duk6 si2 sü1
發泡,fæk2 päu1
錦衣夜行,gäm2 yi1 ye6 häng4
咁盞,gäm1 zæng2
近住,gäng6 zü6
呷乾醋,hap2 gung1 cu1
衣食父母,yi1 säk6 fu6 mu1
認數,yäng6 su1
拼車,päng1 ce1
相差不多,söng1 ca1 bäk2 do1
陶瓷器,täu4 ci4 hi1
轉插,züng1 cap2
巡更,cäng4 gæng1
坐月子,co1 ngük6 zi2
讀書機,duk6 sü1 gi1
冬運會,dung1 wäng6 wui6
急中生智,gäp2 zung1 säng1 zi1
姑爺仔,gwu1 ye4 zäi2
軍火交易,gwäng1 fo2 gau1 yäk6
恆生指數,häng4 säng1 zi2 su1
義會,yi6 wui6
嫌惡,yim4 wu1
卡死,ka1 si2
兩黨制,löng1 dong2 zäi1
磨礪,mo4 läi6
眼仔碌碌,ngæng1 zäi2 luk2 luk2
神道教,säng4 däu6 gäu1
十四行詩,säp6 si1 hong4 si1
睡眠失調,söi6 ming4 säk2 tiu4
食西北風,säk6 säi1 bäk2 fung1
少陣,siu2 zäng6
蘇打粉,su1 da2 fäng2
污糟貓,wu1 zäu1 mau1
電荷,ding6 ho6
吊片,diu1 ping2
火上澆油,fo2 söng6 giu1 yäu4
敷衍塞責,fu1 hing2 säk2 zæk2
光芒萬丈,gwong1 mong4 mæng6 zöng6
下酒菜,ha6 zäu2 cöi1
吃軟飯,hek2 yüng1 fæng6
嫌命長,yim4 mäng6 cöng4
萬分感激,mæng6 fäng1 gäm2 gäk2
凹凸有致,näp2 däk6 yäu1 zi1
彎度,wæng1 du6
運鈔車,wäng6 cau1 ce1
輾平,zing2 päng4
種姓,zung2 säng1
車衫,ce1 sam1
處理下,cü1 li1 ha1
傳感,cüng4 gäm2
顛倒過來,ding1 däu2 gwo1 löi4
經典案例,gäng1 ding2 wung1 läi6
學業有成,hok6 yip6 yäu1 säng4
好景不長,häu2 gäng2 bäk2 cöng4
腰酸背痛,yiu1 süng1 bui1 tung1
裏便,li1 bing6
零舍醒神,läng4 se1 säng2 säng4
牛仔片,ngäu4 zäi2 ping2
婆仔鞋,po4 zäi2 hai4
新聞報吿,säng1 mäng4 bäu1 gäu1
生物學系,säng1 mäk6 hok6 häi6
蛇果,se4 gwo2
數佬,su1 läu2
轉堂,züng1 tong4
包被,bau1 pi1
餐卡,cäng1 ka1
長臂猿,cöng4 bi1 yüng4
踏青,dap6 cäng1
番茄紅素,fæng1 kö4 hung4 su1
風乾機,fung1 gung1 gi1
吃不上,hek2 bäk2 söng6
輕小説,häng1 siu2 sük2
學會院士,hok6 wui6 yüng6 si6
血管造影,hük2 gwung2 zäu6 yäng2
窮書生,kung4 sü1 säng1
女體盛,nü1 täi2 säng6
三從四德,sam1 cung4 si1 däk2
新生事物,säng1 sæng1 si6 mäk6
神經管,säng4 gäng1 gwung2
手指拗出,säu2 zi2 au2 cäk2
踢入會,tek2 yäp6 wui6
助人為樂,zo6 yäng4 wäi4 lok6
長尾巴,zöng2 mi1 ba1
眾怒難犯,zung1 nu6 næng4 fæng6
暗物質,äm1 mäk6 zäk2
芭樂,ba1 lok6
不成體統,bäk2 säng4 täi2 tung2
襯墊,cäng1 zing1
酬載,cäu4 zöi1
富商巨賈,fu1 söng1 gü6 gwu2
好鬼死,häu2 gwäi2 si2
好聲好氣,häu2 säng1 häu2 hi1
人急智生,yäng4 gäp2 zi1 säng1
忤逆仔,ng1 yäk6 zäi2
顏射,ngæng4 se6
世界強國,säi1 gai1 köng4 gwok2
墊屍底,zing1 si1 däi2
背地裏,bui1 di6 li1
朝氣蓬勃,ciu4 hi1 pung4 buk6
逗樂,däu6 lok6
頂戴,däng2 dai1
譏刺,gi1 ci1
幾夠,gi2 gäu1
好好醜醜,häu2 häu2 cäu2 cäu2
厭惡感,yim1 wu1 gäm2
平均速度,päng4 gwäng1 cuk2 du6
細食,säi1 säk6
社會大學,se1 wui6 dai6 hok6
食蟻獸,säk6 ngäi1 säu1
食屎狗,säk6 si2 gäu2
上合組織,söng6 häp6 zu2 zäk2
喪家之犬,song1 ga1 zi1 hüng2
喪盡,song1 zäng6
仗火,zöng1 fo2
做齣好戲,zu6 cäk2 häu2 hi1
觸景生情,zuk2 gäng2 säng1 cäng4
不可勝數,bäk2 ho2 säng1 su2
被和諧,bi6 wo4 hai4
報更,bäu1 gæng1
背黑鍋,bui1 häk2 wo1
參禪,cam1 sim4
儲藏量,cü1 cong4 löng6
登峰造極,däng1 fung1 cäu1 gik6
薑啤,göng1 be1
乾貝,gung1 bui1
朗朗上口,long1 long1 söng1 häu2
明升暗降,mäng4 säng1 äm1 gong1
惡念,ok2 nim6
拍紙簿,pæk2 zi2 bu2
平房區,päng4 fong4 kü1
蘋果核,päng4 gwo2 wäk6
平卧,päng4 ngo6
腎小球,säng6 siu2 käu4
肆意妄為,si1 yi1 mong1 wäi4
蕭乾,siu1 king4
説漏嘴,sük2 läu6 zöi2
仗義疏財,zöng6 yi6 so1 cöi4
白痴仔,bæk6 ci1 zäi2
背脊骨落,bui1 zek2 gwäk2 lok6
車房仔,ce1 fong4 zäi2
都好聽,du1 häu2 täng1
經幡,gäng1 fæng1
估歌仔,gwu2 go1 zäi2
後生細仔,häu6 sæng1 säi1 zäi2
吃大虧,hek2 dai6 kwäi1
輕重緩急,häng1 cung1 wung6 gäp2
好嫩,häu2 nüng6
油腔滑調,yäu4 hong1 wæk6 diu6
言傳身教,ying4 cüng4 säng1 gäu1
強心劑,köng4 säm1 zäi1
啦嘛,la1 ma1
靚到暈,leng1 däu1 wäng4
勞動生產,läu4 dung6 säng1 cæng2
難友,næng6 yäu1
偽文青,ngäi6 mäng4 cäng1
銀行擔保,ngäng4 hong4 dam1 bäu2
便宜點,ping4 yi4 dim2
散檔,sæng1 dong1
收片,säu1 ping2
衰仔紙,söi1 zäi2 zi2
水平面,söi2 päng4 ming6
成百上千,säng4 bæk2 söng1 cing1
盛譽,säng6 yü6
和安里,wo4 wung1 li1
緩急輕重,wung6 gäp2 häng1 cung1
執仔,zäp2 zäi2
酒凹,zäu2 näp2
聚沙成塔,zü6 sa1 säng4 tap2
比畫,bi2 wæk6
打種,da2 zung2
大頸泡,dai6 geng2 pau1
搭上搭,dap2 söng6 dap2
改下,gwui2 ha1
乾癟,gung1 bik6
高嶺土,gäu1 läng1 tu2
核裂變,häk6 lik6 bing1
喜聞樂見,hi2 mäng4 lok6 ging1
好燦爛,häu2 cæng1 læng6
外來物種,wui6 löi4 mäk6 zung2
生物製品,säng1 mäk6 zäi1 bäng2
食撻,säk6 dæk2
上陣殺敵,söng1 zäng6 sæk2 däk6
上級領導,söng6 käp2 läng1 däu6
斷句,tüng1 gü1
畫地為牢,wæk6 di6 wäi4 läu4
玩遍,wæng4 ping1
直通火車,zäk6 tung1 fo2 ce1
災情慘重,zöi1 cäng4 cam2 zung6
參考消息,cam1 hau2 siu1 säk2
七孔生煙,cäk2 hung2 säng1 ying1
似水年華,ci1 söi2 ning4 wa4
重新開機,cung4 säng1 fui1 gi1
打魚蛋,da2 yü4 dæng6
大士王,dai6 si6 wong4
地面温度,di6 ming6 wäng1 du6
頂住檔,däng2 zü6 dong1
課外讀物,fo1 wui6 duk6 mäk6
經濟落後,gäng1 zäi1 lok6 häu6
結數,gik2 su1
顧客至上,gwu1 hæk2 zi1 söng6
養生法,yöng1 säng1 fæk2
領口位,leng1 häu2 wäi6
落腳處,lok6 gök2 cü1
難辦,næng4 bæng6
奀仔,ngäng1 zäi2
惡貫滿盈,ok2 gwung1 mung1 yäng4
貧下中農,päng4 ha6 zung1 nung4
生飛滋,sæng1 fi1 zi1
生於憂患,säng1 yü1 yäu1 wæng6
收假,säu1 ga1
燒茄子,siu1 kö4 zi2
數白欖,su2 bæk6 lam2
挑燈夜讀,tiu1 däng1 ye6 duk6
違和,wäi4 wo4
和平條約,wo4 päng4 tiu4 yök2
轉譯,züng2 yäk6
白吃白喝,bæk6 hek2 bæk6 fuk2
插翼難飛,cap2 yäk6 næng4 fi1
丑生,cäu2 säng1
春宮畫,cäng1 gung1 wa6
情分,cäng4 fäng6
儲電量,cü1 ding6 löng6
打炮,da2 pau1
大吃特吃,dai6 hek2 däk6 hek2
降落地點,gong1 lok6 di6 dim2
共和政體,gung6 wo4 zäng1 täi2
掛好,gwa1 häu2
行公司,hæng4 gung1 si1
後會無期,häu6 wui6 mu4 ki4
好大雨,häu2 dai6 yü1
印度薄餅,yäng1 du6 bok6 beng2
有牌爛仔,yäu1 pai4 læng6 zäi2
要件,yiu1 ging6
語音合成,yü1 yäm1 häp6 säng4
例行工作,läi6 häng4 gung1 zok2
卵生,läng2 sæng1
老少平安,läu1 siu1 päng4 wung1
老相好,läu1 söng1 häu2
麪包車,ming6 bau1 ce1
普度,pu2 du6
深痛惡絕,säm1 tung1 wu1 zük6
生生世世,säng1 säng1 säi1 säi1
畫匠,wa6 zöng6
畫圓,wæk6 yüng4
績分,zäk2 fäng1
逼車,bäk2 ce1
便盆,bing6 pung4
半生不熟,bung1 sæng1 bäk2 suk6
差使,cai1 säi2
陳腎,cäng4 säng1
青醬,cäng1 zöng1
膽正命平,dam2 zäng1 mäng6 peng4
彈鐘,dæng6 zung1
分而治之,fäng1 yi4 zi6 zi1
飛轉,fi1 züng1
幾生修到,gi2 säng1 säu1 däu1
涓滴,güng1 däk6
印刷量,yäng1 cak2 löng6
一路平安,yäk2 lu6 päng4 wung1
一體兩面,yäk2 täi2 löng1 ming6
日暈,yäk6 wäng6
業餘愛好,yip6 yü4 wui1 häu1
厲行節約,läi6 häng4 zik2 yök2
嶺南畫派,läng1 nam4 wa6 pai1
未吃完,mi6 hek2 yüng4
無可爭辯,mu4 ho2 zäng1 bing6
相生相剋,söng1 säng1 söng1 häk2
掃黃打非,säu1 wong4 da2 fi1
震過貓王,zäng1 gwo1 mau1 wong4
質量管理,zäk2 löng6 gwung2 li1
縐褶,zäu1 zip2
不吭一聲,bäk2 hong4 yäk2 säng1
鼻青臉腫,bi6 ceng1 lim1 zung2
差誤,ca1 ng6
黐孖筋,ci1 ma1 gäng1
單刀橫傳,dæng1 däu1 wæng4 cüng4
飛沫傳染,fi1 muk6 cüng4 yim1
九泉之下,gäu2 cüng4 zi1 ha6
見習醫生,ging1 zap6 yi1 säng1
好逸惡勞,häu1 yäk6 wu1 läu4
勇為,yung2 wäi4
落降,lok6 gong1
亂打亂撞,lüng6 da2 lüng6 zong6
危重病人,ngäi4 zung6 beng6 yäng4
庖丁解牛,pau4 däng1 gai2 ngäu4
勢降,säi1 gong1
生殖力,säng1 zäk6 läk6
實況轉播,säk6 fong1 züng2 bo1
停車位置,täng4 ce1 wäi6 zi1
圖畫書,tu4 wa6 sü1
畫餅充飢,wæk6 beng2 cung1 gi1
暈機浪,wäng4 gi1 long6
准生證,zäng2 säng1 zäng1
佔為己有,zim1 wäi4 gi2 yäu1
組織領導,zu2 zäk2 läng1 däu6
差異性,ca1 yi6 säng1
產道,cæng2 däu6
坐無影凳,co1 mu4 yäng2 däng1
輻射劑量,fuk2 se6 zäi1 löng6
解纜,gai2 lam6
校閲,gau1 yük6
行使職權,häng4 säi2 zäk2 küng4
吃得消,hek2 däk2 siu1
吃喝嫖賭,hek2 fuk2 piu4 du2
賀年片,ho6 ning4 ping2
好到極,häu2 däu1 gik6
豪華型,häu4 wa4 yäng4
印度神油,yäng1 du6 säng4 yäu4
一聲不吭,yäk2 säng1 bäk2 häng1
現磨,ying6 mo4
如喪考妣,yü4 song1 hau2 bi2
濾泡,lü6 pau1
另行安排,läng6 häng4 wung1 pai4
兩腳一伸,löng1 gök2 yäk2 säng1
民間習俗,mäng4 gæng1 zap6 zuk6
勉勉強強,ming1 ming1 köng1 köng1
岳丈,ngok6 zöng6
神道,säng4 däu6
成為泡影,säng4 wäi4 päu1 yäng2
所屬單位,so2 suk6 dæng1 wäi6
天花病毒,ting1 fa1 beng6 duk6
挑食,tiu1 säk6
朝行晚拆,ziu1 häng4 mæng1 cæk2
巴士飛,ba1 si2 fi1
冰片,bäng1 ping1
剷青,cæng2 ceng1
青蒜,ceng1 süng1
刺網,ci1 mong1
青瓷,cäng1 ci4
切片檢查,cik2 ping2 gim2 ca4
錯開,co1 fui1
處理包,cü1 li1 bau1
打冷顫,da2 læng1 zing1
打胎,da2 töi1
彈壓,dæng6 æk2
非金屬,fi1 gäm1 suk6
假聲,ga2 säng1
間接選舉,gæng1 zip2 süng2 gü2
人體解剖,yäng4 täi2 gai2 fäu2
餘毒,yü4 duk6
良種,löng4 zung2
馬到成功,ma1 däu1 säng4 gung1
物質文明,mäk6 zäk2 mäng4 mäng4
瓦仔,nga1 zäi2
三天兩頭,sam1 ting1 löng1 täu4
深省,säm1 säng2
食瓜,säk6 gwa1
少雲,siu2 wäng4
上輩子,söng6 bui1 zi2
華陀,wa4 to4
竹葉青,zuk2 yip6 cäng1
竹升仔,zuk2 säng1 zäi2
車蓋,ce1 gwui1
坐移民監,co1 yi4 mäng4 gam1
從嚴處理,cung4 yim4 cü1 li1
傳輸線,cüng4 sü1 sing1
打乞嗤,da2 häk2 ci1
頂格,däng2 gæk2
多少有些,do1 siu2 yäu1 se1
道台,däu6 töi4
昏頭轉向,fäng1 täu4 züng2 höng1
服務質量,fuk6 mu6 zäk2 löng6
伽瑪射線,ga1 ma1 se6 sing1
解決爭端,gai2 kük2 zäng1 düng1
改簿,gwui2 bu2
估估下,gwu2 gwu2 ha1
有幾貴,yäu1 gi2 gwäi1
耳鬢廝磨,yi1 bäng1 si1 mo4
勞動改造,läu4 dung6 gwui2 zäu6
無所不為,mu4 so2 bäk2 wäi4
平淡無奇,päng4 dam6 mu4 ki4
普世教會,pu2 säi1 gäu1 wui6
生辰八字,sæng1 säng4 bæk2 zi6
生理學家,säng1 li1 hok6 ga1
生辰八字,säng1 säng4 bæk2 zi6
少林拳,siu1 läm4 küng4
上上之策,söng6 söng6 zi1 cæk2
兔仔牙,tu1 zäi2 nga4
擇使,zæk6 säi2
爭訟,zäng1 zung6
駿和,zäng1 wo4
朝朝暮暮,ziu1 ziu1 mu6 mu6
長幼有序,zöng2 yäu1 yäu1 zü6
跛手,bäi1 säu2
並行不悖,bäng6 häng4 bäk2 bui6
捶打,cöi4 da2
坐不住,co1 bäk2 zü6
長濱,cöng4 bäng1
長足進步,cöng4 zuk2 zäng1 bu6
才華出眾,cöi4 wa4 cäk2 zung1
大腳解圍,dai6 gök2 gai2 wäi4
彈地波,dæng6 di6 bo1
分頁,fäng1 yip6
斤兩,gäng1 löng2
乾電池,gung1 ding6 ci4
掛在嘴上,gwa1 zöi6 zöi2 söng6
國奧會,gwok2 äu1 wui6
起釘,hi2 däng1
酷刑折磨,häu6 yäng4 zik2 mo4
雄貓,hung4 mau1
有分數,yäu1 fäng1 su1
月球車,ngük6 käu4 ce1
理數,li1 su1
領港員,läng1 gong2 yüng4
撈汁,läu1 zäp2
五道口,ng1 däu6 häu2
年度大會,ning4 du6 dai6 wui6
被頭,pi1 täu4
生借,sæng1 ze1
省心,sæng2 säm1
沈國放,säm2 gwok2 fong1
捨近求遠,se2 gäng6 käu4 yüng1
水滾茶靚,söi2 gwäng2 ca4 leng1
貪威識食,tam1 wäi1 säk2 säk6
體重計,täi2 cung1 gäi1
懷疑人生,wai4 yi4 yäng4 säng1
招降,ziu1 hong4
裝備齊全,zong1 bi6 cäi4 cüng4
轉眼之間,züng2 ngæng1 zi1 gæng1
飽學之士,bau2 hok6 zi1 si6
不分高下,bäk2 fäng1 gäu1 ha6
啤機,be1 gi1
踩錯腳,cai2 co1 gök2
摻假,cam1 ga2
粗着,cu1 zök2
打跛腳,da2 bäi1 gök2
打草,da2 cäu2
搭公車,dap2 gung1 ce1
典解,ding2 gai2
分錄,fäng1 luk6
加茲尼省,ga1 zi1 ni4 sæng2
解説員,gai2 sük2 yüng4
乾電,gung1 ding6
預校錄影,yü6 gau1 luk6 yäng2
茄瓜,kö4 gwa1
甩車,läk2 ce1
量體重,löng4 täi2 cung1
問題少年,mäng6 täi4 siu1 ning4
名垂青史,mäng4 söi4 cäng1 si2
摩頂,mo1 deng2
生娘,sæng1 nöng4
生財之道,säng1 cöi4 zi1 däu6
生長素,säng1 zöng2 su1
成棚人,seng4 pæng4 yäng4
成家立業,säng4 ga1 läp6 yip6
燒烤會,siu1 hau1 wui6
傻更更,so4 gæng1 gæng1
上中下游,söng6 zung1 ha6 yäu4
斷線風箏,tüng1 sing1 fung1 zäng1
禍從天降,wo6 cung4 ting1 gong1
積攢,zäk2 zæng2
輾轉流傳,zing2 züng2 läu4 cüng4
雀屏中選,zök2 päng4 zung1 süng2
拗氣,au1 hi1
青蘿蔔,ceng1 lo4 bæk6
坐霸王車,co1 ba1 wong4 ce1
唱高調,cöng1 gäu1 diu6
長生不死,cöng4 säng1 bäk2 si2
重插,cung4 cap2
打耳,da2 yi1
淡藍色,dam6 lam4 säk2
地頭蛇,di6 täu4 se4
雕刻品,diu1 häk2 bäng2
花炮會,fa1 pau1 wui6
公司會議,gung1 si1 wui6 yi1
軍機處,gwäng1 gi1 cü1
核試爆,häk6 si1 bau1
好幾日,häu2 gi2 yäk6
要端,yiu1 düng1
樂呵呵,lok6 ho1 ho1
老火靚湯,läu1 fo2 leng1 tong1
老解,läu1 gai2
孖鋪,ma1 pu1
眼乾症,ngæng1 gung1 zäng1
山打根,sæng1 da2 gäng1
撒種,sæk2 zung2
塞耳,säk2 yi1
食品工業,säk6 bäng2 gung1 yip6
禪機,sim4 gi1
橫間衫,wæng4 gæng1 sam1
剩落,zäng6 lok6
載客車,zöi1 hæk2 ce1
